Sentiment,Expression
0,"all i wanted this weekend was to go to bamboozle. but this weekend has been shot to hell, literally. ask me about it. "
0,"working live on the air until 10 tonight, then heading home and going to bed... not feeling well.. maybe a cold or flu.... "
0,"@scicheer congrats! sounds like an amazing and informative time http://tinyurl.com/d6rej8   I'd go to meet authors, but can't "
0,"Omg,,im watching something soo weird "
0,"@partybusmichell Oh yeah, i forgot you all are going to be out of the office all week, then when you're back, I'm gone "
0,"Even after the paycheck, still broke.  Haven't put into the $10k savings after hitting $5K.  boo "
0,"@Black_Cats_Foll You're lucky, it's raining rigth now here, which makes more sad after @RalfTheHamster went to the bridge "
0,"hablaaaaame  oh well, theres always others"
0,"@fruMurf I myself have lived in Oklahoma for over 25 years. While I know a lot of open loving people, I know a few that are not so much "
0,"I'm with @emurleexx and we are mashed!!! Timefor bed, we missed curfew "
0,"lol, people don't like me today. i just dropped 5 followers within 6 hours. "
0,"@remembermaine please, no, it's all i have "
0,"@chicagostyle Yeah. I didn't go in expecting to be blown away, but I def didn't expect to leave feeling so disappointed. "
0,"12 hours of app testing Saturday, 9 hours today. I'm baked. Oh and look at that - the new work week is starting tomorrow "
0,"@TroJoe oh, that's what i meant, season 2, ep 15... "
0,"@HappyGaper  I loved the video! It was so cool. I can't ski, snowboard, or any  of that other shit. It doesn't snow here. "
0,"@brooklyn11218 Are you kidding? Knowing how you are with your keys, you'd probably leave me somewhere "
0,"Bedtime.  I'm not ready for bootcamp class. Assessments are tomorrow. I don't feel more fit, but I gotta be right? I guess we'll see. "
0,"I'd like to find an online version of Monopoly that really mimicked real world play (trades, negotiation). None of my friends will play. "
0,"leaving for home toady, not feeling like going!  but have to"
0,"@She_Luh you guys are lucky. we dont get done till may 15  but its all good. and wow, cobb... i smell your pain..."
0,"Got to go find a good bedtime snack, still have some calories left for the day. Worst part of dieting: always thinking about food "
0,"i wanna go to the interview wearing my graphic tee and hat and coool denim jacket  but hey, wanting to be a ... http://plurk.com/p/rme4w"
0,"Softball makes my back and organs hurt.  Why am...4 for 5, 2 runs, 1 RBI.  I rule!  9 for 11 on the season w/ 6 runs, but only 3 RBI.  "
0,"finishing up laundry, relaxing and  drinkin my chocolate marshmallowmalt from DQ @TheRealBillyRay-aww  maybe some other time"
0,"My head, is pounding so badly it kills  2ne1 are near debut though, so it's all cherry lemmy! (cherry lemmy was just made up by me!)"
0,"@boxbrown Because Snake Eyes has ALWAYS needed an inanimate, molded plastic mouth, that's why. We just never realized it until now! "
0,"why did i again forget to bring ice cream home with me?   ice cream, what's NOT for dinner"
0,"@jasonridge1 reality tv shows are bad  they are....okay, so the amazing race is good. but, rock of love, i love money, etc. those are BAD"
0,"@laurenwhitney ACK! Thursday lunch might work??, but I have a test that morning "
0,"If I didn't use #twitter, I wouldn't know that I'm the only one in #wa not at #emetrics "
0,"Pool ready for water to be added, a chunk of editing done, gorgeous day and had horses on pasture again today...but no riding.   Tomorrow!"
0,"as pathetic as it sounds,ive never taken the trash out before. how the fuck do garbage men do this shit?! My maid isnt home damnitt "
0,"Driving my roommate to phoenix, didn't realize last night was our last one sharing a house  i'll miss you"
0,"@Tre_B girl, i use twitter on my celly and i dont hav pics on my phone to add on here... "
0,"Ya, i'm in a bad mood. I get off work to find out that my date cancelled to hang with his friends so i have to call my dad to pick me up. "
0,"being lazy, hoping shes not getting sick! "
0,"So, I'm not used to standing up all day in my Aldos. "
0,"Gf really upset &amp; dissapointed me today. Really wanna talk about it, but it's such a  long story for it all to make sense. Oh well "
0,"super confused, I hate guys "
0,"@sistapoetry no, they are  dam tv hoggers"
0,"going to read and maybe watch some tv, then have a looooooong sleep before waking up early for school tomorrow "
0,"@terivalente how was it? i really wanted to go, but money is so tight right now with me and our church "
0,"@jewphish aww  i watched the film a few times before i read the book, and read so many things that i wish they wouldve put it the film!"
0,"@DavidArchie btw, if you talk to david cook, tell him that i'm praying for him and his family and that ireally wish him condolences.  rip."
0,"@SarahWingo oh, right, the wings "
0,"What up! Watching MXPX b-movie, drinking beer, it's all good. Man do i suck at golf!  *b"
0,"Why can't people stop causing problems and get a life? Serioously, it's not that hard! My life is a mess "
0,"busy, busy, worked all weekend. "
0,"@beatricks well, this somebody has like fourteen pages to write, so no dice. "
0,"@dee011902 OK, U ADDED SOME MILK 2 THE MIXER...I CAN DIG IT...MATTHEW...I DONT KNOW...DOESNT HE HAVE A HAIRY CHEST??I CANT GET WITH THAT "
0,"@carocares call my house, my phone died  you know our house number or djs number yeah?"
0,"@OrlandoWeekly disappointed in restaurant week. Tried 2 places off the website today, both closed. No mention on site at all. "
0,"owww, my head kills. "
0,"@dofficer I think (hope) they'll fix the trick door! If someone doesn't take over from us, we'll lose our deposit "
0,"Doing merch from Blind Witness at heartfest in gatineau....they asked me to do merch on their next canada/us tour, ofcourse i cant ugh "
0,"very tired going to bed in a while, up early in the morning to work on my final English paper and then starting my 3 day calculus exam. "
0,"Spent weekend cleaning my closet, fixing computers and coughing "
0,"My computer broke...but now it is fixed. Lost all of my bookmarks, and had to reset my iPod. I have another 80GB but it cost $300 "
0,"@KaitMac Haha oh funnn! Mommys are just da bomb! Duuuudde, guess what mommy said last night...  "
0,"I'm suprised, but im actually starting to like OpenSolaris. What is the direction like with the Oracle buyout though? "
0,"Last week of student teaching starts. Won't be on here much, must finish portfolio  Wish me luck!"
0,"Thought I got an obscenely good bargain on Photoshop, then discovered it was an Upgrade "
0,"Well folks, it's time to hit up work. mondayitis hard  oh well hopefully it's quiet"
0,"so jus cooked, i gave myself the bussiness meatloaf, mashed potatoes and greens...now i nap. blackberry broke so i cant tweet as much "
0,"Once again, my paper was found to be another 'haphazard' paper!  philosphy blows   "
0,"Text formatting is an art in itself?  gimme a break!   Doh! sigh, sigh!"
0,"@latitude13 Not raining, slightly overcast, tho.  Sorry, no twitpic for me.  Don't have the nice smartphone like some. "
0,"02:30am, just got back from Newcastle! Again no connection in the building so I couldnt tweet  Sunday batizado was great"
0,"@shoalsbiz is prob having cache issues right now.  It should fix itself, but I'll let @ev / someone @Twitter know about it too. #shoalsbiz"
0,"@eruditechick Marry Cyclops (Astonishing Cyclops, looking like James Marsters), f Rictor cause it'd be hot and I'd scratch him, kill Pete "
0,"@Sassette He didnt make it.  Bummer. But thats alright, he had a good excuse (finals)"
0,"@WayToHeaven1677 sorry, don't know why u r following me but i'm athiest. "
0,"@bellalitta hey girl...thanks for asking about rocko. He's doing ok, he has a cast now "
0,"LOL@ &quot;Mariahhhh, facebook keeps you out of trouble and off the STRAAEEETTS, do you even know where DT is anymore???&quot; HAHA  so sad so true"
0," *cries* I'm so depressed, thanks to you my angel! &quot;I'm gonna find someone someday who might actually treat me well&quot;!!"
0,"Sissy-in-law has left   One more day in town, then off to Florida for a week."
0,"How come my little  Shih Tzu always realizes that I've got chocolate ??? It isn't  I don't  want to share it, but it is not good for him "
0,"he went to sleep, poop.  watching some show about siamese twins? yeeaahhh"
0,"@jordanknight its really getting old with the TINK thing, just tell us already "
0,"@jordanknight  LOL... GOOD GOD!!  He is good, isn't he!   TINK! please tell us what Tink! is. I don't think I can take it anymore "
0,"It's going to be a long, boring night ... "
0,"@lalabby Always wanted one, too! But could never find 3 friends w/ the required attention span. Or actually, just 3 friends "
0,"feeling like i got hit by a car,  and still ruminating trustworthiness.  "
0,"WILL catch up on the hustler club. gahh i feel like i missed a lot.  i hate not coming on. screw homework, THC is more important."
0,"@StaciG She sent home the best guy, I'm over the show already "
0,"Rainy weekend.  Just TV and food, no golf  "
0,"@paigebradford im tired too. Craving sleeeeep, but too busy doing ugly homework. &amp; im trying to download something buy im not succeeding "
0,"A full day with my baby today, but he's flying tomorrow morning "
0,"@melissa_marr I missed you during the Ink tour   You can add a stop on your Fragile tour  I will bring you a jug of tea, i swear."
0,"@rockphotogirl You're sick, TOO?! Must be a Rosebud thing. Don't tell Ryan he'll tell you that you have the swine flu!  Love you!"
0,"Rain, rain, go away .... I want to play tennis this week "
0,"Just tried to chase a hot air balloon.  By the time I caught up to it, it had already landed, been deflated, rolled up and packed away.  "
0,"oh great, I just broke anothwr piece of the cage. at this rate, four cleanings till I have to buy a new cage for cicer and morgan "
0,"Gold fish. He was perfectly fine, then after we got back home, he wasn't so great... a.k.a dead... "
0,"Adsense looking good tonight!  Very hopeful for the rest of 2009, this year is going by too fast "
0,"I enjoyed going to Reni Chan's concert in Karaoke Top Tunes!  Anyway, fun time's over.  It's back to REALITY! "
0,"@rachtinkerbell  partying without me, I'm sad!!! "
0,"Relaxing today~ Went to Tampa Bay Vs Boston Baseball game last night in St. Petersburg, Florida~ We lost  But it was fun! Last Minute plan"
0,"More computer problems, had to rip out the hd and install a new one, not sure what was wrong with the old one but it wouldn't work "
0,"@PinkBerryGirl No its not mine, someone posted new designs on twitter. Cant remember who "
0,"@parndt I gave it to  the store a month ago to fix  rang them today and they don't know about it, said they'd get back to me- still waitin"
0,"@SteffChilds I love the Monopoly but it must be in person to negotiate, barter, haggle, intimidate. Only a few friends like playing. "
0,"is in rabbit fur at work, wish I could work at my manager's office. She likes it warm, programmer likes it cool "
0,"@sarebeth I know!! But I've already seen them, so it's not the end of the world. But I'm seriously boycotting if The Matches aren't there "
0,"so just when i start talking about my blackberry being so great, it starts messing up on me "
0,"Ew. I just ate a bunch of random food cause I hadn't eaten since breakfast, except Tastee Freeze, and now I feel sick. Bad combinations "
0,"pooped from the skating seminar today. ALSO, i do not want school tomorrow.. "
0,"i'm loosing followers  i guess i just need to start talking about #hoppusday, the #swineflu, or #Kelloggs!??!"
0,"@panacea81 hahaha, awww!  that's not funny  (i want my fucking money so i can buy some kits from you, and its really cheep (cheap?) "
0,"@angelenefay that's great!! Hey, how did you guys organise the meetup? Was it a DUSTer one? I didn't know about it "
0,"Has a lot of stuff to do this weeekkk, blahhh. "
0,"dropped phone behind bed lastnight, just found it ... no text messages, no missed calls  lol, I'm glad"
0,"@Yungmarvingaye , Just left from Harlem earlier today. "
0,"@Andiie15 You, get out of my head, i'm not a moron  you're an idiot"
0,"@laslow @Jack_Cross Cancelling for tonight, my fault for not giving anyone notice. Now it is I who have been shunned. "
0,"@jennettemccurdy jen, you rock! i love you, reply please "
0,"@hewhoislikegod Nope only had a few minutes to play, thought we'd bang out a few.  Gotta go watch tv now with the family"
0,"Wit my new job, I will not be able to watch The View or Canada Am "
0,"Full. Happy with the day of apartment-purging. Next weekend: Storage unit. [EEK.] Then, done, I hope, until fall. I have no booze. FAIL. "
0,"@IsadoraR i'm watching it too ! GMTA . but yes yes watch GG tonight , and p dot es im not happy read fbook msg  / :@"
0,"@LostFate Nope, it wasn't at your bar. Sorry you missed the Atlanta concert. You would have loved it.   Another time I hope..."
0,"ggrr, lil sissy was gonna learn German for her second language and i was going to learn it after her but picked Italian instead "
0,"First things first. But as of today, all are first things "
0,"Second night in apartment man when is my bed going to get here  Bed trudging it on the floor for now, furniture shopping. . . next check!"
0,"carmen, you stand alone. everyone loves zoey 101.   michael&amp;chase are the cutest best friends in da world "
0,"Excited about working on the new website, new music, and going on blogtv again!...after final exams this week "
0,"BLah! I want school to be over and summer to come! Ugh, off to do some stupid math homework! My life freaking sucks without love! "
0,"@AnalystAlterEgo Oh yeah, it was something. Sad thing is, it`s happening everyday...  #BreakingBad"
0,"@brandonrae haha, amazing artists! Check this out:  http://twurl.nl/16y8hq Literally JUST missed it though "
0,"Going to bed, tomorrow is another day.  The weekend went by so fast. "
0,"@loudagarcia ha nope, i got one more semester   when you graduating?"
0,"yah, this twittering is pretty cool..though I had someone from &quot;outside of the circle&quot; tell me, it was the ultimate stalking trend   no!!"
0,"@Breezy_Bree nothin much, just bored and need a job! i don't have money to get anything i want. 16GB iPod Touch, Sony HTS and a Cybershot "
0,"finally watched The Office... definitely the best one in a long time.  Poor Kevin   I'll make you some chili, okay buddy?"
0,"My feet is cold, my toes is cold, my nose is cold.. "
0,"@LBJJ9 hey why didnt you win, u knew what TINK was., thats not fair "
0,"@raidstar Aww, you aid you'd come  I miss you, xox"
0,"Just paid my credit card bills. Totally paid off, but really poor this month "
0,"@yvonnechristina I guess, its gone "
0,"@joeymcintyre Aw, honey, I really wanted to see your pretty face but twitpic won't let me. "
0,"@fancyfacebrady I would be sulking, too. "
0,"@sarahanafii The one I wanted to apply at isn't hiring.  poop, hahahahaha"
0,"@upromise Unfortunately, Rewards Network has lost almost every restaurant they had in my home town. "
0,"Working on the final assignments due tomorrow, but I still have more to do in the coming weeks. "
0,"Oh hey painkillers, ty for making me tired. "
0,"@KELLY__ROWLAND Kellllyyyy i had the right answer for like 3 times,but u dont follow me "
0,"...wow, I am EXHAUSTED suddenly. "
0,"still have to hit the gym, montreal is no excuse "
0,"aw cant wait to see @JessSSW on tuesday, ive missed her so much  &lt;3"
0,"@irisloh haha.... I agree with that completely, except for the unpronounceable drug names it's strange looking chinese characters for me "
0,"Its a crappy day in Melbourne, overcast &amp; rainy  Shoulder is sore, but stitches are very itchy more movement 2day. On the road to recovery"
0,"I'm so sad tonight, I just watched the Very Last Episode of &quot;Fosters Home For Imaginary Friends&quot;  on Cartoon Network, sad to see it Go "
0,"@seashellz, go check on him. Thats bullshit. I wonder if hes okay. Renees roomie was in the hospital today. Ive been hella sick lately. "
0,"Did ANYONE save the pic that Joe Mac posted earlier? I didn't get to see it, and now its gone! "
0,"has returned to the vacuum of culture, Boulder "
0,"Gotta go home and iron clothes, I should have done it earlier. But nooooooooi had to take a nap "
0,"@smpfilms more comedy less cat?    and here I was hoping for more Sparta &amp; Loki vids, sir! ;-)"
0,"Praying my tooth stops hurting... I do love going to the dentist, but only to get squeaky clean teeth! I'd rather not go for a toothache "
0,"@SohanaB Also, when Dilip slaps Madhubala in MughalEAzam - breaks my heart!  He gave her a real slap, too.  Totally shipped them."
0,"sorry that was a test that went wrong I apologize, disregard last entry of New Blog Post, sorry "
0,"Hate it when I wake up with a headache  think I've been in front of the computer too much lately, as having breakfast and tea didn't help "
0,"Even though LOST is on, I am dreading Wednesday  (@Shmoe)"
0,"Home after a long day at work, no break, no lunch. I'm starvinggg and fell like shit "
0,"@lmata Luis, what is it 8:00 there?  Well, it didn't air here for me at all, no cable "
0,"going to bed...school tomorrow...  school this week, then next week, then the week after that...then only 1 1/2 days! "
0,"@amandapalmer &quot;...a moment you spend not doing something BETTER,&quot; in my case. "
0,"@Jaye_Valentine I give up here. So not thrilled with this publisher, esp after my cover fiasco. and editing issues. "
0,"Gonna turn in for the night, got school tomorrow       "
0,"sick again - bed, Pilot (doing a favor), then school - hopefully I figure out what's going on soon "
0,"feelin like I wanna go to sleep now, but I can't. still studying "
0,"Heading to 33 in a few, forgot my headphones in Habermann "
0,"Slept in purgatory, had to get through the night suffering "
0,"This sucks, but @andy atkins, @Blake martin, and @Aaron eckermann, I won't see you tomorrow "
0,"ok, when did Aliya turn 7? Oh that's right, today  Whahhh, my baby is not a baby..."
0,"Finally home... Oh how i love my bed! Up early for classes, eww "
0,"sitting at home, wishing I was with him .. this is difficult "
0,"is thinking his G202 grade is an enormous ? right now...ugh...A205 in 12 hours, all-nighter for sureee  2 down, 5 to go 133.194.356"
0,"@jpardue93 I am sorry, hope it turns out better for you. "
0,"About to gas up, get some StarBizzy and hit the road "
0,"went shopping today at pac sun! got 2 shirts and at nordstoms I got a hoodie, and a shirt :]    but I still need shoes "
0,"I hate it when the teashop is closed!   Long week was long, uuugh."
0,"Sorry I'm not around tonight fellow lanterns, staying in hospital with son tonight. He still sounds pretty bad in the chest.  "
0,"@amazingphoebe i emailed you baby  eeek, i'll call you tonight yes "
0,"@GuyHagi Pukalani light winds and voggy. Heard the landfill was shut down due to bio-diesel tanker fire. Otherwise, doing house chores. "
0,"@nanaIStrouble A great fone, with horrible battery life. "
0,"@AngenetteWFRV  They were in shock, had been victims of the Oshkosh floods last year.. The guy  collapsed when he heard about his cat...  "
0,"So this really sucks, but @apleaforandy, @apleaforblake, and @apleaforaaron, I will not see you tomorrow.  superdumbretardedgayfest2009.."
0,"@joeymcintyre sadly i wont be there, noone to go with me "
0,"time for my dose of pain killers, off to bed to have wierd dreams on meds "
0,"@joeymcintyre Wish me and my girl @baileyhottie could be there, but we live toooo far away to make it  We tried to win the contest tho."
0,"Fuck me it's cold, and my bus is 24 mins away "
0,"just got back from anyer with friends, satisfied with the beach and banana boat but then my skin turns darker.. "
0,"@dinnerplans see i saw it &amp; knew i shouldn't bother watching. i hate it b/c i loved them a lot &amp; it's like, they're falling in recession. "
0,"@guyfour20 no autumn or winter! Either sunny, raining, cloudy or windy , and today is rainning "
0,"rrreaallllyyy want to go to bonaroo...yet the credit card is full...alas, i shall not go "
0,"@HanSpam  sooo jealous. i want to see it  not til june though, JUNE!! we have no food in the house and its labour day so nothings open !"
0,"FINALLY finished with that damn stupid golf class - paper done, stress eliminated.  Whew...  the paper kinda sucks though... "
0,"Typo alert!  That's HebErt.   Sorry, Paul.  "
0,"About to head back to the University ... where WiFi doesn't exist until you hit the library  ... Yeah, still running on LAN : /"
0,"@StephMsFoo george is a bt I used to have, and he is with one of my friends now. He got aggressive with Brian and my parents.  it sucked."
0,"sigh, girls didn't make it "
0,"@bygbaby enjoy, cuz I'm all out now.  "
0,"So then........ I'm tired, and I think I'm gonna yawn again "
0,"ma throat hurts, "
0,"@GwenArtax Yay for your show, boooo for no No Doubt! "
0,"@aplusk hmmmm 4 hours from atlanta, but headed to Fayetteville this week "
0,"listening to last week's podcasts that i missed while working on chair things. woah, weekends aren't long enough "
0,"My hand is too small to play the notes A, E, &amp; B at the same time on the piano...Ruins one of my favorite songs....lammeeee "
0,"Getting ready to crash, prqctice at 6 "
0,"@joeymcintyre wish I could, just can't afford it!!  "
0,"Is this rogue UNIT member is the harbinger of death for the series? Word is it's not coming back, pending ABC final judgement "
0,"@Kealik was set to show @yourname in the comment based on your email address, but twitter recently removed that function from the API "
0,"Cant sleep, I have too many things going on in my head "
0,"My poor @RIG. I have warned him that getting the stupid #swineflu is not an option, but he's still sick  Im glad Darci and Chad have him."
0,"@iMathu never had pinkberry, i had something close but it wasn't that great. "
0,"Not sure if I like TweetDeck or not. I can't access all of my followees, for some reason.  Need to look up support..."
0,"@illyriajade How was the midnight premiere, I totally flaked out and missed the opening with friends "
0,"On my way home, have to work tomorrow, sad "
0,"@TheCrackedActor - Nah, that plan's down the drain. I hate flying.  I'll just stow away in the case to the big bass they play in &quot;39&quot;."
0,"@kisertet oh and my printer broke to a few months ago, i only had it for a year. "
0,"ok seriously, is it hot in the RWC or is it just my fever talking? sitting in front of the fan and i'm still clammy  "
0,"@sunburntdoe ugh, I have that too unfortunately  Another time, no worries!"
0,"@sarahayars it wasn't carowinds weather here today, it was rainy and HUMID "
0,"Man, I hate Monday. Back to work as usual. Rats! Less time to tweet! "
0,"doesn't wanna face school tomorrow, after such a great weekend "
0,"WOW!  I am SO not ready 4 SCHOOL TOMORROW  UGGGGGGG!   oh well, gotta get that EDUCATION   NIGHT NIGHT ALL!"
0,"It's true, our annual leave has been suspended indefinitely. Goodbye, July vacation. "
0,"@CeciliaMadness I hope TAI comes soo bad!  I'm going into University next year, and I might not be able to go to shows "
0,"@emilyryandavis People smirked @ my trusty old guy. I love him, but his buttons are dying  Plus, the bulk when traveling SUCKS"
0,"Dr. appt in am, get to play pin cusion again, greedy with my blood hope they can draw it in less than the normal 5 stabs! "
0,"@SaraIggy Noooo  I'm in Toronto, and I would love to, but just isn't possible right now! I'm thinking he's made a video of everyone!!!"
0,"i'm going, to schooooooool! do i sound like I'm excited to go to school? yes? good. because i'm not. "
0,"I actually really want to start dancing again. Thats my goal right now, to find a studio and start dancing again. I miss it so much "
0,"i just got home. i sold my truck, i miss it already "
0,"Thinking of David Cook, his family and their loss.  Sad "
0,"@coffeeaddict12 That sucks.  Petco needs more people. And less customers. And fewer pets. Actually, all they need is a room and couch."
0,"@mamapigeon I dunno.... As I was telling a friend of mine, I was shocked to discover that some Sobe lifewater is NOT vegetarian. "
0,"Played 18 this morning and was not on my game.  Shot an 88, 44 each side.  I'm not happy with that after shooting an 82,  "
0,"Wow, just called @Orcon a bit dissapointed! Been a customer for 9 years now. Maybe not for much longer "
0,"Where, oh where have the Hydrox gone??  I'm stuck with oreos "
0,"I think my laptop's burner is broken. I suppose that after two years with absolutely nothing going wrong with it, I was due. "
0,"@blendybri yea, so I really miss you  a lot, bby."
0,"Pulling in the driveway, favorite weekend of the year is officially over "
0,"@mikeyway http://twitpic.com/4iule - Hey now, I've really grown into my looks since then "
0,"@jonasbrothers I completely missed the premiere of J.O.N.A.S, Im sad "
0,"@glittermouse @glittermichael The Mousy Militia Micespace is LIVE! Check it out and add us, I think Tom is lonely   http://bit.ly/16T4n3"
0,"@markhoppus I am happy when you talk of Brazil, although the Portuguese is not so good  haha"
0,"My family is falling apart  Hoorah divorce. Hey, ho, let's go."
0,"school tomorrow  lame,atleast taks is over with...summer needs to come,like right now...so much to look forward to..."
0,"@fleurydelis I sorry!   But yeah, I'd &quot;listen&quot; to the other speeches too. Why not, you could be cheering for the speech givers right? ha"
0,"@blackroseseraph Sometimes I feel that way, too. "
0,"Harry Potter exhibit in Chicago was OFF THE HOOK!!  No photos allowed, though.  "
0,"@Dan1991 Haha okay, but yeah my first priority right now really is catching up in school 'cause I've basically missed 2 weeks!  but yeah"
0,"@DMB_ ha. no worries. love seeger. spaceman is the only new track worth a damn, though... used to be a david j disciple. now not so much "
0,"I have no hair, ahhh my wonderful hair "
0,"Had a slight heart attack. Thanx to Carlos... Gosh!  Alex, control ur twin!!!"
0,"Hates when people, aka my sisters, eat my ice cream while I'm not home. Now I can't enjoy the choclatey Dove goodness. "
0,"Just wrote like four paragraphs on the differences between 8 1/2 and SYNECDOCHE, NY then realized nobody seems to care "
0,"Weekends always go by so fast!!  it was a great one though, and Zach did fantastic at the marathon!"
0,"I woke up at 5 am , I had nightmare, I'm shacking and my chest in the side of the heart is hurt "
0,"@nadia17593 Lulu is real skinny, oops, rockerbod now because she's got doggy diabetes. I have to give her a shot 2x a day. "
0,"@clarinetjabber oh ight, I feel u. So u had to take time off from school I take it. That sucks "
0,"My poor, very fat beagle seems to have gotten my cold (or maybe not, but her nose and sinuses aren't sounding so good)  Very pathetic"
0,"@jennlevine I shall not spoil you! But, yeah, absolutely poor Wesley!  I love him muchly! He's one of my favorites."
0,"@pocket_rocket That would be fun! Too bad I don't have the DVDs, though. "
0,"Switching hosts! Will be updating soon, I swear "
0,"@PeterBlackQUT it is, but it's hard to expect more these days "
0,"@mountaincowboy1 Hi, thnks so much 4 the contact..you aren't following me so I cant send you a direct msg back   Raining &amp; 60 in Steamboat"
0,"i love lazy days spent with my boyfriend, i'm expecting a long week ahead "
0,"@SabrinaJT Fav song - Grown man, Big Girl Now, Full Service, Dirty Dancing, Click Click Click...um the WHOLE album!  can't go to concert!"
0,"Well my brown pants and shirt are ready for tomorrow, so i know its going to doubley suck, it also being monday. "
0,"Shit, I'm so tired I'm like falling asleep! I still gotta finish my project though  Gotta stay awake O_O"
0,"about to go to bed, school tomorow...FML. all i want to do is make videos "
0,"@numberrss I know, right?! "
0,"@panacea81 ohh, nice  i'm cuorious. now it's time for me to sleep, school in 8 hours  nighy nigh, talk 2 you soon "
0,"@curtis i miss you so much, i miss our long talks we always had "
0,"Work starts tomorrow,so here we go again. Going to bed. I miss my Oklahoma friends. "
0,"What a horrible day! Found out someone i really like, likes someone else. And now my bestfriend is mad at me.  FML!!"
0,"tired of this, "
0,"@ibosmiley yep, mostly. well, except for now. "
0,"argh. netregistry is pissing me off today, possibly because I expect it to be psychic &amp; think like I do "
0,"has unstable power. Sean, Crittle, and I can't do anything but sit sadly on my bed "
0,"Rumor says NHL gave the Coyotes a ton of cash, but I still fear their days are numbered. No hockey in the valley makes me a sad panda. "
0,"night night! Early morning, Andrea and I are taking Baba out for Gido's birthday "
0,"body sore, tummy full, soooo sleeepy....dont wanna drop him off &amp; go to bed alone "
0,"@mileycyrus we also love you miley, cant wait to see you in brazil "
0,"For all sad words of tongue and pen, the saddest is me, ugh "
0,"i can't, my mom will murder me "
0,"@heartsdesiire no baby. the movie is horrible. the acting, the way it was filmed.  lol lots of people hate it. trust me!"
0,"@rdkcchild awwwww btw it's . FierceCouture. from goSupermodel, member the forum topic I made? You poor thing  feel better"
0,"man, it really only takes one person to change the tone of a raid. Now it's not any fun. "
0,"@CrisLyric I'm gonna miss out on the X-Men experience too...well, until it comes out on HBO. "
0,"@chub06 He was fine last night when I fed him. Wanted to play and all that good stuff. Woke up to feed him this morning, and he was dead "
0,"Well, I'm feeling a little better now but I SO don't want to go home tomorrow "
0,"lost the remote for my tv .. now it's the old fashion way, actually going up to it to change the channel. "
0,"Tough Love Boot Camp is oficially over  aww.  Next: Daisy of Love (: Haha, she cracks me upppp."
0,"@Louiethegreat I kind of fell of my tweets, yo.  my bad for not taking notice.  Awww, what happened though?  Talk to Beanie lol."
0,"Aww man, Shelby went to sleep. "
0,"Kept inside this weekend.   On the bright side, making some headway planning audio system purchases."
0,"is so so tired, and I only got through half of OM and still have MKT and MGMT to go.    Final is at 2 p.m. tomorrow..."
0,"Curled up under a blanket on @tyler_h's lap. On a day like today, there's not much to do other than nap. Plus Tyler feels bad "
0,"Haven't been doing much but reading and sleeping, my glasses broke so can't do much "
0,"@pmatty ahhhh that's so shit  I don't want it to leave, I love going on the rooft"
0,"Do any rentals in So.California have overhead lighting anymore? Seems the last 3 places we lived, we needed lamps in our bedrooms. "
0,"man, i have to go out again! "
0,"it didn't make sense to combine all the mutant powers to Wade, and then just kill him after 10 minutes.  #xmenorigins"
0,"@MichieDaMaGniF ahhh u too late, shoulda asked earlier!!  im mad at u watchin a bunch of movies w/out me "
0,"Someone work my 4-9 tomorrow, please. "
0,"boo, Donald let go of Jesse James  catfights produce better ratings I suppose #celebrityapprentice"
0,"@aridhol Ahh, how ones tune changes, it wasn't long ago that U praised TweetDesk... &amp; now U wouldn't even turn a cheek 4 it... how "
0,"@markhoppus the end of the #hoppusday  but it was nice and funny isn't it? i hope you like it, seriously! thanks Mark! thanks..."
0,"Now, I just need to figure out how to make up for the fact that I missed the Chris Isaak tix onsale due to Lily's dr. appointment. "
0,"@jazzienicole09 uuhh, i hope so  praying like hell she will"
0,"everybody enjoying don lemon beast on cnn, then i brought up bryant gumble and everybody went  *dead*"
0,"@Willie_Day26 aw, show is bringin back sad memories  ...im sad lol"
0,"Tired, always so tired "
0,"@DataVonTeese Awww, I'm sorry you have wedding fuss.  Don't let other people get you down. It should be what YOU want."
0,"is in the mood to watch firefly, but no one to watch with "
0,"I need to shrink my baseball tee  it's too big. And to think I was stoked to finally buy one, when it's big. Size small, still big. FML."
0,"@lisathewaitress Mom and Dad moving - very hard on the kids, esp the boys, they miss Grandpa Mose  "
0,"@Robby820 sooo slow, i have no idea what im doing either haha all i know how to do is update my status "
0,"So sad.. our very dear friend and brother, Jan went to be with the angels today "
0,"Doing nothing , bored as "
0,"*Keeping Cook and his family in my prayers.. Gosh, why in the world did that happen?  So unfortunate..."
0,"@joeymcintyre I was going to go but I don't have anyone to go with me.  So I'll be watching from work on my computer, instead of teaching."
0,"to hell i go!  mmm, hes amazing."
0,"Took the moped for an inaugural ride after it's trip to the shop. Started at 35mph. Slipped to 30 after 2 miles, then 20, 10, 5... push "
0,"@patridout I tried watching that on AS last night, but the dub was too bad. "
0,"@katarinasmama Man I wish we loved close to each other. For so many different reasons! Alas, no nap for me today. "
0,"@vonniebeee i like that 2, mysp nvr said that 2 me "
0,"Juicey Juice is muh fri-iend. And I this cough is here to stay... not sure how long my chest and back muscles can handle it, though. Ouch "
0,"@cuteey LOL ya go on strike... I'm sick too, sore throat, stuffy nose, cough.... "
0,"my whole life ive wanted to be a superhero, you know that? sadly some dreams can never come true "
