id,duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem,utime
j_M3-HgfI14,325.318,h264,480,360,795456,29.0,169,9581,0,9750,1462217,30884824,0,32347041,vp8,56000,25.0,1280,720,56112,24.978
236x-T7D-8g,581.2330000000001,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,h264,109000,12.0,320,240,218932,3.0839999999999996
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,h264,56000,29.97,176,144,219480,1.7919999999999998
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,flv,109000,25.0,480,360,219480,1.248
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667000000001,81,10031,0,10112,3852576,70635013,0,74487589,flv,820000,12.0,1920,1080,165700,4.324
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,mpeg4,3000000,15.0,176,144,218932,8.565
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007016999999998,328,33880,0,34208,20478926,320859863,0,341338789,vp8,5000000,25.0,1920,1080,219480,77.577
3fmy-4uvR9U,143.03333999999998,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,mpeg4,820000,24.0,176,144,219480,0.888
1Vq6-f1kYeM,127.22166399999999,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,mpeg4,109000,24.0,1280,720,217348,10.865
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,flv,109000,25.0,1280,720,221160,1.104
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,3000000,25.0,1920,1080,655232,141.13299999999998
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,vp8,5000000,25.0,320,240,135632,2.7
1ZzJ-T2FJAw,250.017,h264,320,240,153059,29.0,128,7366,0,7494,856855,3926589,0,4783444,vp8,56000,24.0,176,144,218664,1.656
3o_2-igmsyo,440.967,h264,320,240,281642,30.0,236,12994,0,13230,2444863,13079542,0,15524405,flv,5000000,24.0,480,360,219656,1.036
1ZzJ-T2FJAw,250.017,h264,320,240,153059,29.0,128,7366,0,7494,856855,3926589,0,4783444,flv,242000,25.0,1280,720,218900,2.7
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,h264,820000,29.97,320,240,218932,16.845
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,h264,3000000,15.0,1920,1080,643176,81.657
4keb-__zqyQ,452.689,vp8,320,240,66680,5.705752400000001,42,2537,0,2579,207037,3566163,0,3773200,mpeg4,5000000,12.0,1920,1080,247900,9.093
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,flv,820000,15.0,480,360,220900,1.104
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,flv,242000,29.97,176,144,216020,9.745
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.021739999999998,74,9134,0,9208,869558,470067,0,1339625,flv,242000,15.0,480,360,221152,0.98
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667000000001,81,10031,0,10112,3852576,70635013,0,74487589,flv,539000,15.0,480,360,165700,1.9880000000000002
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007016999999998,328,33880,0,34208,20478926,320859863,0,341338789,flv,242000,24.0,480,360,219480,4.192
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,vp8,242000,29.97,480,360,219480,3.556
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,flv,5000000,25.0,1280,720,221160,2.6839999999999997
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,flv,820000,24.0,1920,1080,219656,5.392
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032557999999998,138,16008,0,16146,1081321,6660941,0,7742262,vp8,539000,15.0,1280,720,219196,13.620999999999999
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,h264,5000000,15.0,320,240,212576,3.8360000000000003
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,mpeg4,242000,25.0,480,360,216820,3.112
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,h264,109000,29.97,480,360,240704,6.5360000000000005
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,mpeg4,820000,29.97,1280,720,220808,10.693
1WrA-SRsgEk,384.45099999999996,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,flv,109000,12.0,1280,720,217828,2.676
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,h264,242000,15.0,480,360,155028,8.312999999999999
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,mpeg4,56000,29.97,176,144,219656,1.492
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,h264,539000,15.0,640,480,162684,19.077
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,flv,5000000,24.0,640,480,216820,2.028
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,vp8,5000000,24.0,1920,1080,219656,59.532
3o_2-igmsyo,440.967,h264,320,240,281642,30.0,236,12994,0,13230,2444863,13079542,0,15524405,vp8,109000,29.97,176,144,219656,1.564
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,h264,56000,12.0,640,480,221160,6.343999999999999
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,mpeg4,56000,29.97,320,240,219480,4.1
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,flv,539000,25.0,176,144,216064,3.5839999999999996
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032557999999998,138,16008,0,16146,1081321,6660941,0,7742262,mpeg4,56000,24.0,320,240,218932,1.932
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.021739999999998,74,9134,0,9208,869558,470067,0,1339625,flv,3000000,25.0,480,360,26888,2.748
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,h264,5000000,12.0,1280,720,312292,47.803000000000004
1ZzJ-T2FJAw,250.017,h264,320,240,153059,29.0,128,7366,0,7494,856855,3926589,0,4783444,mpeg4,3000000,25.0,176,144,218664,2.2840000000000003
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,mpeg4,820000,25.0,480,360,219464,3.1239999999999997
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,h264,56000,24.0,1920,1080,651232,24.854
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,mpeg4,5000000,29.97,176,144,219480,3.248
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,vp8,242000,29.97,320,240,219480,9.913
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,mpeg4,56000,25.0,640,480,219480,4.056
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,vp8,242000,24.0,176,144,216820,1.548
25TI-jx-cag,176.90099999999998,vp8,480,360,26968,25.113636,38,4382,0,4420,393395,202954,0,596349,mpeg4,242000,12.0,176,144,218932,0.8959999999999999
4b7b-FY4JPI,203.19799999999998,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,vp8,3000000,25.0,1280,720,221160,29.322
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,mpeg4,56000,12.0,1920,1080,219480,5.5760000000000005
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,vp8,3000000,29.97,1280,720,219480,15.945
94bO-IX0xwY,137.50833,h264,1280,720,2013386,29.0,69,4052,0,4121,3836219,30770966,0,34607185,vp8,5000000,12.0,320,240,50748,7.5360000000000005
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,mpeg4,539000,12.0,1280,720,221160,2.716
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,vp8,3000000,25.0,640,480,165700,6.968
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,mpeg4,109000,29.97,320,240,219464,2.8080000000000003
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,h264,539000,15.0,640,480,219464,10.085
3Wdg-dsGihA,340.42400000000004,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,vp8,539000,25.0,176,144,221152,0.96
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032557999999998,138,16008,0,16146,1081321,6660941,0,7742262,vp8,242000,12.0,1280,720,218932,10.145
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,vp8,3000000,24.0,320,240,134476,2.72
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,mpeg4,109000,24.0,640,480,94924,2.972
3HVJ-p8L33A,163.89700000000002,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,h264,5000000,12.0,480,360,219656,9.985
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065932999999998,77,6766,0,6843,6190779,47579961,0,53770740,vp8,539000,15.0,1280,720,219656,18.425
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,h264,539000,29.97,1920,1080,644188,67.68
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,h264,109000,15.0,640,480,219480,9.369
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,539000,29.97,1920,1080,656836,82.709
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,5000000,29.97,1280,720,319676,102.20200000000001
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,mpeg4,3000000,29.97,176,144,221152,2.54
alyF-ZEquwk,46.967,h264,640,480,1065470,30.0,25,1385,0,1410,754531,5500710,0,6255241,mpeg4,539000,12.0,640,480,45684,2.92
3-Wy-Ftbd40,69.93833000000001,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,h264,109000,25.0,480,360,221152,4.944
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029197999999997,58,8170,0,8228,802625,3994697,0,4797322,vp8,5000000,29.97,640,480,216820,8.961
4NcD-WQyXCQ,860.056,vp8,1280,720,2688309,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,mpeg4,820000,15.0,1280,720,259696,6.787999999999999
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,vp8,3000000,12.0,1920,1080,219480,27.15
3fmy-4uvR9U,143.03333999999998,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,flv,820000,15.0,176,144,219480,0.34
25TI-jx-cag,176.90099999999998,vp8,480,360,26968,25.113636,38,4382,0,4420,393395,202954,0,596349,h264,820000,12.0,1920,1080,586592,11.409
NThx-l2KBwM,328.52,h264,480,360,624930,25.0,169,8045,0,8214,3846669,21816099,0,25662768,flv,539000,24.0,480,360,61240,1.9480000000000002
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,flv,242000,29.97,1920,1080,219480,4.996
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,h264,539000,29.97,1920,1080,680868,57.448
3DRy-Stwt9c,385.05199999999996,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,flv,242000,12.0,640,480,219480,1.624
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,mpeg4,820000,12.0,320,240,219480,3.7760000000000002
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,109000,12.0,1280,720,177908,3.5039999999999996
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,h264,242000,24.0,176,144,66368,2.204
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,h264,56000,15.0,480,360,94512,3.8
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,vp8,3000000,12.0,480,360,83572,2.804
1RMD-MxzJn8,64.933,flv,320,240,236793,15.0,39,936,0,975,318954,1603007,0,1921961,h264,3000000,29.97,1920,1080,610176,112.699
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,mpeg4,539000,25.0,480,360,165700,3.128
236x-T7D-8g,581.2330000000001,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,vp8,56000,29.97,1920,1080,218932,31.678
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,h264,242000,12.0,176,144,219480,3.596
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,flv,5000000,24.0,1920,1080,219480,7.688
4keb-__zqyQ,452.689,vp8,320,240,66680,5.705752400000001,42,2537,0,2579,207037,3566163,0,3773200,mpeg4,820000,25.0,480,360,247884,3.372
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,h264,820000,15.0,480,360,219480,4.0
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,mpeg4,56000,15.0,1280,720,165668,4.228
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,flv,820000,25.0,1920,1080,221152,5.252000000000001
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,vp8,56000,12.0,1280,720,216820,6.747999999999999
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,flv,242000,29.97,480,360,217880,0.444
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,vp8,242000,12.0,320,240,218932,9.533
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,flv,109000,29.97,640,480,216820,1.516
3HVJ-p8L33A,163.89700000000002,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,h264,820000,25.0,640,480,219656,17.121
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,vp8,3000000,15.0,176,144,216820,1.324
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,mpeg4,109000,25.0,1280,720,219656,8.213
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,820000,12.0,480,360,182920,2.716
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,mpeg4,5000000,29.97,640,480,130204,3.76
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,242000,24.0,176,144,217080,5.236000000000001
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,vp8,539000,15.0,1280,720,220900,13.777000000000001
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029197999999997,58,8170,0,8228,802625,3994697,0,4797322,vp8,539000,15.0,176,144,216820,1.6119999999999999
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,mpeg4,56000,12.0,1280,720,219464,3.4760000000000004
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,vp8,3000000,25.0,320,240,105176,3.8080000000000003
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032557999999998,138,16008,0,16146,1081321,6660941,0,7742262,mpeg4,539000,25.0,1920,1080,218932,13.793
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.021739999999998,74,9134,0,9208,869558,470067,0,1339625,mpeg4,56000,12.0,640,480,221152,2.14
3Wdg-dsGihA,340.42400000000004,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,h264,56000,24.0,320,240,221152,2.7680000000000002
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,h264,5000000,15.0,1280,720,325208,15.597000000000001
1Vq6-f1kYeM,127.22166399999999,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,mpeg4,56000,12.0,480,360,217348,7.892
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062991999999998,51,7585,0,7636,918325,7387906,0,8306231,flv,5000000,29.97,320,240,221160,1.2
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,h264,109000,24.0,1280,720,328184,18.141
3-Wy-Ftbd40,69.93833000000001,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,h264,3000000,29.97,640,480,221152,16.012999999999998
1WrA-SRsgEk,384.45099999999996,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,vp8,3000000,15.0,640,480,217568,7.176
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,flv,242000,15.0,176,144,205124,0.672
3o_2-igmsyo,440.967,h264,320,240,281642,30.0,236,12994,0,13230,2444863,13079542,0,15524405,vp8,820000,25.0,1920,1080,219656,31.51
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,flv,820000,12.0,1920,1080,219480,4.736000000000001
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,flv,3000000,29.97,320,240,219480,0.884
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,flv,539000,24.0,640,480,219656,0.848
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,flv,539000,12.0,640,480,219480,1.74
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,mpeg4,242000,24.0,480,360,221160,3.656
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,flv,820000,12.0,1280,720,217080,4.4
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,vp8,56000,24.0,176,144,218932,2.1719999999999997
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,vp8,539000,29.97,480,360,219656,5.044
1WrA-SRsgEk,384.45099999999996,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,mpeg4,539000,15.0,176,144,217544,2.324
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.021739999999998,74,9134,0,9208,869558,470067,0,1339625,h264,109000,25.0,480,360,221152,2.6919999999999997
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,mpeg4,109000,12.0,1920,1080,219480,10.449000000000002
3fmy-4uvR9U,143.03333999999998,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,flv,3000000,29.97,1920,1080,219480,3.364
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.021739999999998,74,9134,0,9208,869558,470067,0,1339625,vp8,5000000,25.0,480,360,221152,2.9
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,mpeg4,109000,29.97,640,480,221160,5.52
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,h264,3000000,25.0,640,480,218664,21.525
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,vp8,242000,15.0,1920,1080,219480,35.926
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,vp8,109000,29.97,320,240,218664,2.2
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,vp8,109000,15.0,1920,1080,219656,21.965
4keb-__zqyQ,452.689,vp8,320,240,66680,5.705752400000001,42,2537,0,2579,207037,3566163,0,3773200,flv,820000,25.0,176,144,249648,0.584
3_fF9rtYCQ0,256.20833999999996,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,3000000,15.0,480,360,219480,1.464
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,flv,242000,25.0,480,360,216820,1.036
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,mpeg4,820000,12.0,1920,1080,217852,5.327999999999999
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,flv,539000,25.0,320,240,218932,8.392999999999999
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,h264,242000,24.0,640,480,219656,8.741
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,flv,5000000,29.97,1280,720,216820,3.892
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,flv,56000,15.0,320,240,108044,1.028
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,vp8,3000000,24.0,1920,1080,155624,43.187
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,flv,820000,29.97,480,360,219480,1.324
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,h264,242000,12.0,1920,1080,636400,28.581999999999997
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,mpeg4,3000000,15.0,320,240,219656,2.452
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,vp8,3000000,12.0,480,360,221152,2.42
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,h264,56000,29.97,480,360,94704,5.148
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,vp8,56000,29.97,1920,1080,221160,19.365
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,h264,3000000,29.97,176,144,217080,3.2
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065932999999998,77,6766,0,6843,6190779,47579961,0,53770740,flv,242000,25.0,176,144,219656,5.0760000000000005
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,flv,820000,25.0,1280,720,234648,1.42
1tos-YhVzA4,222.53333999999998,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,h264,109000,24.0,1280,720,321088,18.149
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,flv,5000000,25.0,480,360,219464,0.5760000000000001
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029197999999997,58,8170,0,8228,802625,3994697,0,4797322,vp8,3000000,15.0,480,360,216820,3.64
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065932999999998,77,6766,0,6843,6190779,47579961,0,53770740,mpeg4,5000000,25.0,1280,720,219656,10.849
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,h264,820000,24.0,1280,720,329316,52.778999999999996
1tos-YhVzA4,222.53333999999998,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,mpeg4,820000,12.0,320,240,217336,1.676
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,h264,820000,12.0,320,240,221160,2.516
0Yxo-eU6AjI,326.58299999999997,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,flv,5000000,29.97,640,480,215136,1.732
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,h264,3000000,29.97,1280,720,323060,66.312
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,mpeg4,539000,29.97,320,240,128624,1.34
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,vp8,109000,29.97,1280,720,219656,18.925
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,vp8,3000000,15.0,640,480,219480,3.048
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,vp8,3000000,24.0,480,360,134488,4.548
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,h264,5000000,12.0,1280,720,300684,66.196
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,h264,3000000,15.0,176,144,165700,2.012
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,vp8,539000,25.0,1920,1080,98800,23.485
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,h264,242000,24.0,480,360,219656,12.997
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,flv,56000,12.0,1280,720,219480,3.8760000000000003
