A,B,C,D,AVERAGE
216.0,788.0,814.0,899.0,679.25
843.0,340.0,586.0,960.0,682.25
557.0,491.0,72.0,279.0,349.75
0.0,781.0,712.0,691.0,546.0
132.0,38.0,708.0,73.0,237.75
993.0,302.0,457.0,815.0,641.75
729.0,444.0,29.0,786.0,497.0
766.0,396.0,727.0,320.0,552.25
275.0,893.0,430.0,178.0,444.0
131.0,780.0,779.0,828.0,629.5
722.0,43.0,524.0,663.0,488.0
926.0,342.0,809.0,278.0,588.75
261.0,913.0,933.0,967.0,768.5
872.0,447.0,783.0,959.0,765.25
412.0,65.0,75.0,307.0,214.75
749.0,17.0,21.0,916.0,425.75
630.0,311.0,911.0,824.0,669.0
984.0,273.0,840.0,578.0,668.75
620.0,246.0,482.0,800.0,537.0
1.0,643.0,918.0,615.0,544.25
191.0,414.0,935.0,851.0,597.75
814.0,136.0,962.0,91.0,500.75
243.0,42.0,733.0,967.0,496.25
718.0,231.0,569.0,672.0,547.5
777.0,34.0,165.0,686.0,415.5
425.0,563.0,685.0,472.0,536.25
407.0,999.0,731.0,781.0,729.5
946.0,785.0,191.0,475.0,599.25
483.0,774.0,771.0,851.0,719.75
876.0,995.0,638.0,257.0,691.5
802.0,704.0,272.0,60.0,459.5
317.0,127.0,206.0,44.0,173.5
300.0,852.0,813.0,925.0,722.5
456.0,377.0,528.0,778.0,534.75
920.0,960.0,803.0,329.0,753.0
354.0,87.0,272.0,167.0,220.0
218.0,548.0,967.0,641.0,593.5
172.0,49.0,326.0,537.0,271.0
977.0,196.0,927.0,595.0,673.75
679.0,570.0,820.0,718.0,696.75
162.0,930.0,783.0,456.0,582.75
564.0,360.0,475.0,608.0,501.75
391.0,990.0,608.0,734.0,680.75
169.0,435.0,198.0,949.0,437.75
890.0,274.0,826.0,418.0,602.0
683.0,86.0,485.0,618.0,468.0
922.0,763.0,79.0,420.0,546.0
585.0,465.0,484.0,271.0,451.25
213.0,394.0,931.0,196.0,433.5
367.0,749.0,604.0,328.0,512.0
798.0,365.0,628.0,761.0,638.0
161.0,811.0,717.0,629.0,579.5
335.0,789.0,680.0,945.0,687.25
987.0,759.0,366.0,264.0,594.0
603.0,227.0,782.0,805.0,604.25
686.0,712.0,617.0,890.0,726.25
248.0,120.0,626.0,475.0,367.25
400.0,29.0,613.0,428.0,367.5
297.0,896.0,21.0,391.0,401.25
814.0,67.0,995.0,780.0,664.0
339.0,382.0,325.0,623.0,417.25
664.0,825.0,321.0,572.0,595.5
350.0,816.0,500.0,249.0,478.75
233.0,646.0,263.0,486.0,407.0
597.0,647.0,522.0,667.0,608.25
486.0,463.0,105.0,515.0,392.25
540.0,505.0,186.0,722.0,488.25
305.0,245.0,685.0,455.0,422.5
425.0,567.0,629.0,159.0,445.0
747.0,374.0,146.0,237.0,376.0
756.0,73.0,676.0,624.0,532.25
6.0,234.0,894.0,165.0,324.75
823.0,622.0,542.0,323.0,577.5
621.0,405.0,890.0,745.0,665.25
827.0,402.0,39.0,686.0,488.5
831.0,229.0,807.0,859.0,681.5
522.0,591.0,984.0,306.0,600.75
700.0,708.0,572.0,839.0,704.75
476.0,690.0,537.0,689.0,598.0
313.0,206.0,239.0,578.0,334.0
160.0,86.0,344.0,337.0,231.75
301.0,976.0,37.0,792.0,526.5
220.0,303.0,998.0,333.0,463.5
913.0,181.0,608.0,485.0,546.75
557.0,943.0,79.0,66.0,411.25
263.0,726.0,483.0,337.0,452.25
207.0,710.0,608.0,531.0,514.0
717.0,216.0,957.0,345.0,558.75
62.0,797.0,0.0,440.0,324.75
527.0,480.0,672.0,474.0,538.25
299.0,208.0,610.0,394.0,377.75
105.0,956.0,777.0,739.0,644.25
183.0,155.0,960.0,49.0,336.75
483.0,54.0,283.0,472.0,323.0
826.0,788.0,670.0,215.0,624.75
18.0,811.0,638.0,213.0,420.0
53.0,572.0,986.0,530.0,535.25
84.0,328.0,237.0,572.0,305.25
933.0,225.0,200.0,493.0,462.75
291.0,596.0,556.0,111.0,388.5
154.0,444.0,649.0,382.0,407.25
326.0,981.0,592.0,320.0,554.75
154.0,757.0,53.0,154.0,279.5
612.0,741.0,471.0,562.0,596.5
674.0,493.0,279.0,364.0,452.5
4.0,735.0,459.0,437.0,408.75
398.0,126.0,530.0,689.0,435.75
943.0,864.0,568.0,734.0,777.25
669.0,786.0,896.0,420.0,692.75
874.0,408.0,430.0,80.0,448.0
157.0,703.0,310.0,871.0,510.25
722.0,65.0,116.0,200.0,275.75
666.0,65.0,769.0,168.0,417.0
619.0,918.0,337.0,589.0,615.75
354.0,488.0,40.0,342.0,306.0
905.0,694.0,412.0,85.0,524.0
467.0,745.0,320.0,490.0,505.5
216.0,912.0,875.0,630.0,658.25
355.0,527.0,873.0,181.0,484.0
920.0,609.0,567.0,17.0,528.25
157.0,725.0,774.0,309.0,491.25
794.0,609.0,77.0,111.0,397.75
98.0,41.0,414.0,359.0,228.0
542.0,497.0,870.0,422.0,582.75
457.0,757.0,749.0,416.0,594.75
528.0,891.0,65.0,277.0,440.25
562.0,770.0,652.0,411.0,598.75
239.0,196.0,542.0,204.0,295.25
175.0,66.0,246.0,231.0,179.5
54.0,203.0,663.0,752.0,418.0
499.0,418.0,149.0,200.0,316.5
353.0,132.0,701.0,8.0,298.5
64.0,631.0,167.0,915.0,444.25
816.0,145.0,756.0,161.0,469.5
576.0,505.0,442.0,45.0,392.0
819.0,33.0,370.0,141.0,340.75
536.0,852.0,581.0,865.0,708.5
467.0,951.0,719.0,442.0,644.75
976.0,485.0,967.0,538.0,741.5
686.0,610.0,817.0,382.0,623.75
40.0,230.0,753.0,554.0,394.25
931.0,223.0,667.0,757.0,644.5
753.0,825.0,870.0,822.0,817.5
748.0,369.0,346.0,921.0,596.0
368.0,483.0,189.0,696.0,434.0
617.0,420.0,302.0,917.0,564.0
974.0,805.0,247.0,283.0,577.25
264.0,649.0,617.0,957.0,621.75
677.0,721.0,308.0,378.0,521.0
927.0,719.0,611.0,739.0,749.0
142.0,666.0,313.0,147.0,317.0
809.0,719.0,305.0,917.0,687.5
95.0,824.0,383.0,274.0,394.0
965.0,42.0,872.0,523.0,600.5
730.0,821.0,566.0,250.0,591.75
97.0,571.0,326.0,175.0,292.25
696.0,733.0,47.0,943.0,604.75
228.0,380.0,495.0,567.0,417.5
104.0,495.0,575.0,82.0,314.0
64.0,897.0,448.0,818.0,556.75
636.0,486.0,775.0,530.0,606.75
580.0,52.0,398.0,281.0,327.75
575.0,887.0,97.0,243.0,450.5
27.0,638.0,965.0,74.0,426.0
373.0,925.0,231.0,590.0,529.75
95.0,881.0,334.0,282.0,398.0
191.0,970.0,940.0,768.0,717.25
925.0,507.0,463.0,343.0,559.5
43.0,166.0,566.0,49.0,206.0
381.0,52.0,159.0,256.0,212.0
358.0,323.0,752.0,273.0,426.5
989.0,520.0,216.0,121.0,461.5
713.0,874.0,229.0,716.0,633.0
995.0,774.0,644.0,890.0,825.75
442.0,64.0,637.0,98.0,310.25
492.0,137.0,24.0,354.0,251.75
311.0,76.0,403.0,223.0,253.25
925.0,811.0,669.0,462.0,716.75
711.0,809.0,812.0,104.0,609.0
844.0,170.0,183.0,624.0,455.25
539.0,551.0,424.0,750.0,566.0
83.0,750.0,480.0,783.0,524.0
707.0,854.0,354.0,830.0,686.25
3.0,733.0,33.0,26.0,198.75
582.0,959.0,129.0,543.0,553.25
218.0,262.0,483.0,342.0,326.25
647.0,690.0,93.0,798.0,557.0
460.0,406.0,89.0,590.0,386.25
293.0,136.0,873.0,140.0,360.5
9.0,100.0,171.0,641.0,230.25
799.0,772.0,966.0,125.0,665.5
653.0,807.0,283.0,46.0,447.25
934.0,838.0,769.0,361.0,725.5
852.0,76.0,213.0,633.0,443.5
828.0,214.0,239.0,749.0,507.5
79.0,226.0,11.0,355.0,167.75
417.0,360.0,851.0,896.0,631.0
212.0,8.0,789.0,336.0,336.25
163.0,546.0,145.0,583.0,359.25
883.0,909.0,719.0,264.0,693.75
763.0,214.0,978.0,851.0,701.5
344.0,952.0,796.0,472.0,641.0
303.0,808.0,294.0,358.0,440.75
52.0,175.0,253.0,956.0,359.0
110.0,297.0,925.0,185.0,379.25
981.0,171.0,399.0,617.0,542.0
210.0,958.0,234.0,559.0,490.25
216.0,153.0,324.0,171.0,216.0
439.0,233.0,823.0,843.0,584.5
631.0,426.0,959.0,382.0,599.5
181.0,711.0,297.0,335.0,381.0
893.0,501.0,341.0,753.0,622.0
618.0,692.0,369.0,59.0,434.5
279.0,608.0,822.0,934.0,660.75
197.0,219.0,787.0,791.0,498.5
643.0,190.0,61.0,803.0,424.25
305.0,944.0,955.0,517.0,680.25
445.0,577.0,661.0,977.0,665.0
954.0,219.0,650.0,462.0,571.25
874.0,842.0,74.0,607.0,599.25
614.0,18.0,903.0,232.0,441.75
469.0,431.0,226.0,594.0,430.0
145.0,820.0,839.0,915.0,679.75
528.0,515.0,293.0,284.0,405.0
818.0,507.0,257.0,899.0,620.25
528.0,736.0,374.0,709.0,586.75
837.0,242.0,777.0,667.0,630.75
922.0,894.0,264.0,780.0,715.0
48.0,827.0,83.0,333.0,322.75
479.0,674.0,644.0,690.0,621.75
546.0,513.0,573.0,131.0,440.75
290.0,452.0,798.0,618.0,539.5
408.0,937.0,969.0,728.0,760.5
625.0,940.0,298.0,566.0,607.25
690.0,694.0,957.0,707.0,762.0
71.0,14.0,69.0,476.0,157.5
461.0,828.0,346.0,619.0,563.5
540.0,427.0,10.0,951.0,482.0
982.0,43.0,915.0,727.0,666.75
556.0,771.0,357.0,190.0,468.5
784.0,826.0,963.0,932.0,876.25
457.0,445.0,847.0,273.0,505.5
485.0,342.0,147.0,785.0,439.75
323.0,781.0,671.0,573.0,587.0
239.0,420.0,896.0,97.0,413.0
453.0,379.0,892.0,867.0,647.75
797.0,912.0,316.0,343.0,592.0
476.0,509.0,297.0,582.0,466.0
140.0,863.0,674.0,103.0,445.0
875.0,227.0,93.0,934.0,532.25
423.0,257.0,772.0,505.0,489.25
336.0,911.0,202.0,931.0,595.0
192.0,405.0,765.0,42.0,351.0
272.0,226.0,340.0,326.0,291.0
600.0,120.0,246.0,407.0,343.25
760.0,826.0,606.0,901.0,773.25
808.0,210.0,663.0,498.0,544.75
789.0,499.0,839.0,3.0,532.5
966.0,429.0,592.0,548.0,633.75
855.0,684.0,93.0,328.0,490.0
269.0,964.0,513.0,486.0,558.0
467.0,884.0,96.0,262.0,427.25
792.0,487.0,275.0,726.0,570.0
580.0,521.0,724.0,798.0,655.75
822.0,539.0,805.0,650.0,704.0
647.0,717.0,674.0,760.0,699.5
639.0,665.0,101.0,140.0,386.25
280.0,899.0,361.0,165.0,426.25
11.0,966.0,531.0,36.0,386.0
292.0,9.0,281.0,136.0,179.5
598.0,431.0,161.0,855.0,511.25
709.0,678.0,38.0,622.0,511.75
11.0,289.0,211.0,285.0,199.0
979.0,456.0,854.0,918.0,801.75
55.0,978.0,921.0,690.0,661.0
334.0,930.0,587.0,846.0,674.25
761.0,116.0,36.0,87.0,250.0
154.0,862.0,884.0,86.0,496.5
406.0,412.0,272.0,761.0,462.75
454.0,763.0,674.0,27.0,479.5
326.0,965.0,966.0,623.0,720.0
356.0,499.0,674.0,146.0,418.75
33.0,280.0,80.0,275.0,167.0
386.0,78.0,972.0,198.0,408.5
494.0,917.0,825.0,875.0,777.75
631.0,139.0,440.0,199.0,352.25
494.0,665.0,446.0,628.0,558.25
125.0,104.0,933.0,734.0,474.0
568.0,90.0,270.0,345.0,318.25
494.0,772.0,82.0,242.0,397.5
537.0,887.0,261.0,942.0,656.75
396.0,552.0,89.0,56.0,273.25
238.0,765.0,958.0,493.0,613.5
345.0,924.0,16.0,334.0,404.75
166.0,751.0,264.0,583.0,441.0
527.0,195.0,319.0,604.0,411.25
670.0,351.0,850.0,842.0,678.25
88.0,876.0,132.0,606.0,425.5
486.0,490.0,13.0,604.0,398.25
861.0,673.0,472.0,361.0,591.75
536.0,421.0,515.0,63.0,383.75
319.0,939.0,964.0,434.0,664.0
77.0,256.0,139.0,898.0,342.5
306.0,868.0,278.0,528.0,495.0
459.0,306.0,469.0,945.0,544.75
303.0,264.0,581.0,900.0,512.0
172.0,725.0,735.0,579.0,552.75
908.0,950.0,843.0,454.0,788.75
390.0,15.0,458.0,111.0,243.5
37.0,987.0,898.0,365.0,571.75
941.0,214.0,30.0,888.0,518.25
603.0,155.0,350.0,679.0,446.75
698.0,374.0,182.0,866.0,530.0
683.0,360.0,619.0,454.0,529.0
973.0,674.0,419.0,215.0,570.25
30.0,322.0,856.0,645.0,463.25
415.0,431.0,206.0,562.0,403.5
170.0,639.0,240.0,504.0,388.25
628.0,892.0,269.0,599.0,597.0
711.0,439.0,870.0,456.0,619.0
986.0,701.0,675.0,44.0,601.5
230.0,837.0,373.0,921.0,590.25
912.0,953.0,197.0,228.0,572.5
86.0,181.0,505.0,817.0,397.25
138.0,3.0,40.0,679.0,215.0
918.0,915.0,325.0,633.0,697.75
481.0,791.0,447.0,292.0,502.75
604.0,456.0,100.0,530.0,422.5
7.0,861.0,712.0,693.0,568.25
973.0,162.0,709.0,116.0,490.0
963.0,761.0,265.0,850.0,709.75
231.0,799.0,826.0,203.0,514.75
322.0,864.0,368.0,474.0,507.0
586.0,716.0,804.0,640.0,686.5
75.0,661.0,255.0,79.0,267.5
977.0,264.0,794.0,11.0,511.5
121.0,418.0,827.0,248.0,403.5
566.0,977.0,257.0,125.0,481.25
765.0,494.0,651.0,203.0,528.25
192.0,385.0,16.0,987.0,395.0
657.0,479.0,717.0,261.0,528.5
558.0,587.0,133.0,121.0,349.75
558.0,541.0,637.0,661.0,599.25
58.0,870.0,146.0,807.0,470.25
109.0,570.0,191.0,196.0,266.5
61.0,469.0,426.0,175.0,282.75
728.0,77.0,533.0,535.0,468.25
795.0,280.0,298.0,801.0,543.5
524.0,262.0,594.0,171.0,387.75
739.0,521.0,75.0,320.0,413.75
106.0,250.0,129.0,676.0,290.25
68.0,897.0,171.0,948.0,521.0
866.0,908.0,440.0,749.0,740.75
846.0,754.0,262.0,58.0,480.0
946.0,320.0,96.0,375.0,434.25
961.0,652.0,131.0,698.0,610.5
438.0,197.0,835.0,665.0,533.75
572.0,248.0,514.0,281.0,403.75
443.0,90.0,749.0,711.0,498.25
965.0,993.0,12.0,381.0,587.75
861.0,713.0,237.0,596.0,601.75
520.0,521.0,213.0,701.0,488.75
856.0,926.0,139.0,221.0,535.5
862.0,677.0,614.0,0.0,538.25
81.0,416.0,614.0,661.0,443.0
372.0,154.0,342.0,776.0,411.0
357.0,406.0,619.0,220.0,400.5
195.0,166.0,205.0,23.0,147.25
752.0,645.0,898.0,872.0,791.75
307.0,109.0,532.0,787.0,433.75
476.0,300.0,984.0,994.0,688.5
326.0,604.0,664.0,858.0,613.0
820.0,954.0,976.0,332.0,770.5
340.0,979.0,40.0,842.0,550.25
99.0,648.0,685.0,587.0,504.75
561.0,622.0,972.0,212.0,591.75
443.0,21.0,458.0,4.0,231.5
170.0,117.0,749.0,245.0,320.25
3.0,874.0,355.0,364.0,399.0
124.0,414.0,776.0,24.0,334.5
196.0,407.0,768.0,169.0,385.0
910.0,20.0,846.0,390.0,541.5
305.0,393.0,313.0,154.0,291.25
461.0,44.0,268.0,430.0,300.75
537.0,478.0,53.0,499.0,391.75
535.0,775.0,146.0,889.0,586.25
110.0,70.0,965.0,334.0,369.75
672.0,358.0,712.0,528.0,567.5
769.0,744.0,63.0,872.0,612.0
663.0,554.0,505.0,291.0,503.25
778.0,433.0,426.0,153.0,447.5
786.0,734.0,752.0,291.0,640.75
967.0,792.0,728.0,363.0,712.5
142.0,370.0,802.0,486.0,450.0
608.0,517.0,699.0,316.0,535.0
860.0,99.0,596.0,603.0,539.5
43.0,520.0,794.0,55.0,353.0
86.0,583.0,72.0,618.0,339.75
20.0,78.0,208.0,782.0,272.0
112.0,597.0,215.0,421.0,336.25
517.0,661.0,366.0,122.0,416.5
96.0,464.0,562.0,559.0,420.25
839.0,294.0,597.0,551.0,570.25
428.0,611.0,768.0,886.0,673.25
230.0,669.0,707.0,85.0,422.75
611.0,368.0,596.0,320.0,473.75
147.0,337.0,639.0,377.0,375.0
195.0,77.0,331.0,932.0,383.75
588.0,589.0,604.0,199.0,495.0
565.0,39.0,887.0,442.0,483.25
595.0,287.0,449.0,435.0,441.5
911.0,107.0,288.0,139.0,361.25
334.0,202.0,367.0,739.0,410.5
642.0,553.0,364.0,354.0,478.25
151.0,34.0,371.0,845.0,350.25
705.0,917.0,658.0,56.0,584.0
868.0,757.0,505.0,753.0,720.75
619.0,439.0,511.0,720.0,572.25
63.0,365.0,672.0,283.0,345.75
697.0,577.0,582.0,704.0,640.0
599.0,597.0,476.0,142.0,453.5
267.0,711.0,709.0,189.0,469.0
895.0,493.0,228.0,988.0,651.0
87.0,381.0,487.0,259.0,303.5
704.0,782.0,856.0,552.0,723.5
609.0,320.0,947.0,266.0,535.5
718.0,118.0,137.0,708.0,420.25
350.0,623.0,711.0,607.0,572.75
884.0,444.0,782.0,503.0,653.25
414.0,115.0,790.0,842.0,540.25
878.0,68.0,286.0,93.0,331.25
243.0,275.0,238.0,117.0,218.25
341.0,396.0,247.0,802.0,446.5
451.0,126.0,310.0,847.0,433.5
129.0,727.0,336.0,653.0,461.25
682.0,815.0,464.0,449.0,602.5
217.0,877.0,65.0,939.0,524.5
194.0,696.0,914.0,47.0,462.75
766.0,569.0,733.0,697.0,691.25
792.0,188.0,986.0,881.0,711.75
842.0,723.0,541.0,310.0,604.0
794.0,405.0,345.0,103.0,411.75
15.0,266.0,313.0,174.0,192.0
201.0,597.0,804.0,356.0,489.5
94.0,714.0,846.0,580.0,558.5
618.0,92.0,816.0,419.0,486.25
287.0,917.0,353.0,968.0,631.25
29.0,887.0,702.0,301.0,479.75
522.0,569.0,271.0,301.0,415.75
761.0,42.0,971.0,169.0,485.75
311.0,761.0,51.0,978.0,525.25
38.0,852.0,747.0,975.0,653.0
699.0,988.0,688.0,87.0,615.5
832.0,589.0,408.0,721.0,637.5
916.0,756.0,540.0,525.0,684.25
97.0,432.0,742.0,222.0,373.25
6.0,856.0,209.0,621.0,423.0
750.0,574.0,873.0,946.0,785.75
998.0,910.0,338.0,338.0,646.0
757.0,286.0,638.0,391.0,518.0
171.0,117.0,790.0,713.0,447.75
644.0,410.0,698.0,454.0,551.5
646.0,317.0,3.0,938.0,476.0
936.0,56.0,957.0,900.0,712.25
483.0,643.0,700.0,63.0,472.25
687.0,115.0,317.0,53.0,293.0
230.0,203.0,602.0,709.0,436.0
817.0,784.0,812.0,120.0,633.25
379.0,190.0,176.0,123.0,217.0
623.0,393.0,382.0,954.0,588.0
995.0,48.0,251.0,620.0,478.5
839.0,171.0,539.0,18.0,391.75
140.0,397.0,370.0,564.0,367.75
112.0,594.0,114.0,133.0,238.25
744.0,831.0,28.0,363.0,491.5
614.0,287.0,176.0,523.0,400.0
304.0,511.0,521.0,605.0,485.25
690.0,438.0,916.0,48.0,523.0
296.0,232.0,467.0,281.0,319.0
694.0,699.0,591.0,666.0,662.5
464.0,582.0,921.0,539.0,626.5
620.0,976.0,792.0,633.0,755.25
535.0,31.0,575.0,723.0,466.0
102.0,313.0,400.0,5.0,205.0
109.0,376.0,266.0,227.0,244.5
163.0,262.0,458.0,204.0,271.75
84.0,893.0,583.0,205.0,441.25
27.0,506.0,194.0,608.0,333.75
650.0,58.0,276.0,862.0,461.5
875.0,640.0,804.0,163.0,620.5
187.0,644.0,472.0,840.0,535.75
817.0,147.0,875.0,570.0,602.25
698.0,650.0,959.0,50.0,589.25
652.0,340.0,568.0,314.0,468.5
362.0,611.0,855.0,288.0,529.0
918.0,533.0,197.0,505.0,538.25
729.0,204.0,804.0,910.0,661.75
123.0,23.0,38.0,176.0,90.0
646.0,565.0,710.0,195.0,529.0
422.0,675.0,50.0,845.0,498.0
223.0,658.0,346.0,637.0,466.0
445.0,251.0,854.0,974.0,631.0
607.0,39.0,570.0,420.0,409.0
354.0,393.0,481.0,740.0,492.0
594.0,458.0,864.0,899.0,703.75
78.0,597.0,94.0,689.0,364.5
744.0,237.0,571.0,511.0,515.75
869.0,533.0,442.0,98.0,485.5
923.0,255.0,638.0,357.0,543.25
708.0,952.0,30.0,220.0,477.5
544.0,174.0,26.0,887.0,407.75
537.0,968.0,487.0,442.0,608.5
774.0,501.0,274.0,233.0,445.5
259.0,337.0,519.0,456.0,392.75
641.0,798.0,797.0,744.0,745.0
459.0,282.0,594.0,572.0,476.75
423.0,884.0,514.0,393.0,553.5
82.0,476.0,379.0,128.0,266.25
664.0,816.0,965.0,72.0,629.25
424.0,767.0,15.0,701.0,476.75
542.0,804.0,931.0,73.0,587.5
126.0,940.0,836.0,688.0,647.5
795.0,329.0,702.0,781.0,651.75
867.0,624.0,709.0,65.0,566.25
543.0,220.0,688.0,343.0,448.5
681.0,727.0,112.0,771.0,572.75
505.0,228.0,201.0,191.0,281.25
452.0,857.0,889.0,197.0,598.75
246.0,462.0,779.0,955.0,610.5
331.0,893.0,183.0,226.0,408.25
222.0,824.0,405.0,373.0,456.0
354.0,147.0,348.0,718.0,391.75
506.0,84.0,339.0,837.0,441.5
228.0,563.0,870.0,249.0,477.5
954.0,948.0,960.0,734.0,899.0
312.0,238.0,893.0,687.0,532.5
63.0,615.0,402.0,200.0,320.0
189.0,215.0,674.0,698.0,444.0
5.0,772.0,282.0,132.0,297.75
194.0,571.0,812.0,664.0,560.25
243.0,285.0,270.0,994.0,448.0
656.0,206.0,666.0,552.0,520.0
86.0,647.0,707.0,764.0,551.0
294.0,913.0,269.0,660.0,534.0
278.0,907.0,118.0,150.0,363.25
318.0,696.0,36.0,659.0,427.25
736.0,603.0,743.0,245.0,581.75
300.0,926.0,113.0,988.0,581.75
768.0,600.0,971.0,224.0,640.75
486.0,140.0,3.0,912.0,385.25
190.0,771.0,30.0,158.0,287.25
174.0,915.0,263.0,536.0,472.0
722.0,131.0,907.0,768.0,632.0
803.0,340.0,603.0,738.0,621.0
760.0,219.0,36.0,405.0,355.0
484.0,682.0,639.0,520.0,581.25
335.0,294.0,182.0,676.0,371.75
137.0,437.0,386.0,575.0,383.75
999.0,995.0,5.0,886.0,721.25
174.0,217.0,29.0,52.0,118.0
25.0,310.0,643.0,674.0,413.0
259.0,913.0,416.0,970.0,639.5
793.0,820.0,431.0,461.0,626.25
790.0,87.0,48.0,816.0,435.25
85.0,292.0,238.0,413.0,257.0
529.0,321.0,34.0,163.0,261.75
490.0,129.0,988.0,29.0,409.0
393.0,37.0,950.0,444.0,456.0
113.0,209.0,567.0,968.0,464.25
725.0,72.0,665.0,925.0,596.75
855.0,410.0,567.0,718.0,637.5
730.0,93.0,514.0,930.0,566.75
788.0,669.0,2.0,431.0,472.5
745.0,80.0,128.0,397.0,337.5
178.0,489.0,359.0,210.0,309.0
662.0,661.0,740.0,78.0,535.25
620.0,651.0,287.0,960.0,629.5
133.0,212.0,463.0,372.0,295.0
12.0,490.0,500.0,989.0,497.75
984.0,694.0,64.0,52.0,448.5
408.0,192.0,75.0,688.0,340.75
172.0,920.0,431.0,659.0,545.5
245.0,196.0,497.0,565.0,375.75
413.0,182.0,476.0,936.0,501.75
595.0,461.0,886.0,443.0,596.25
680.0,670.0,73.0,191.0,403.5
915.0,57.0,807.0,656.0,608.75
434.0,64.0,894.0,124.0,379.0
193.0,93.0,636.0,889.0,452.75
852.0,634.0,61.0,709.0,564.0
53.0,412.0,470.0,678.0,403.25
193.0,820.0,854.0,349.0,554.0
225.0,535.0,742.0,747.0,562.25
178.0,260.0,419.0,427.0,321.0
460.0,298.0,814.0,925.0,624.25
502.0,574.0,292.0,616.0,496.0
647.0,321.0,809.0,127.0,476.0
550.0,49.0,327.0,305.0,307.75
543.0,663.0,811.0,635.0,663.0
812.0,472.0,330.0,487.0,525.25
347.0,65.0,963.0,74.0,362.25
155.0,282.0,803.0,728.0,492.0
47.0,877.0,577.0,291.0,448.0
530.0,654.0,884.0,888.0,739.0
143.0,151.0,186.0,110.0,147.5
980.0,81.0,862.0,906.0,707.25
677.0,61.0,938.0,194.0,467.5
982.0,425.0,107.0,974.0,622.0
923.0,76.0,143.0,455.0,399.25
423.0,772.0,861.0,639.0,673.75
319.0,672.0,75.0,129.0,298.75
992.0,343.0,380.0,799.0,628.5
679.0,797.0,145.0,81.0,425.5
537.0,904.0,953.0,449.0,710.75
573.0,571.0,314.0,889.0,586.75
771.0,297.0,755.0,939.0,690.5
107.0,341.0,643.0,405.0,374.0
811.0,965.0,716.0,628.0,780.0
255.0,520.0,193.0,49.0,254.25
14.0,164.0,260.0,947.0,346.25
848.0,504.0,127.0,921.0,600.0
127.0,221.0,928.0,767.0,510.75
164.0,860.0,873.0,842.0,684.75
372.0,896.0,911.0,398.0,644.25
990.0,928.0,548.0,160.0,656.5
273.0,352.0,728.0,263.0,404.0
577.0,431.0,343.0,810.0,540.25
585.0,896.0,136.0,877.0,623.5
883.0,80.0,261.0,287.0,377.75
257.0,632.0,772.0,783.0,611.0
78.0,528.0,13.0,16.0,158.75
335.0,89.0,870.0,639.0,483.25
379.0,243.0,651.0,437.0,427.5
454.0,984.0,490.0,993.0,730.25
453.0,239.0,322.0,543.0,389.25
638.0,114.0,738.0,658.0,537.0
258.0,323.0,831.0,334.0,436.5
500.0,517.0,693.0,98.0,452.0
556.0,965.0,898.0,218.0,659.25
754.0,989.0,953.0,44.0,685.0
838.0,647.0,813.0,458.0,689.0
192.0,228.0,108.0,187.0,178.75
296.0,219.0,883.0,254.0,413.0
428.0,193.0,225.0,967.0,453.25
455.0,658.0,779.0,669.0,640.25
838.0,869.0,686.0,19.0,603.0
472.0,810.0,71.0,452.0,451.25
285.0,999.0,575.0,677.0,634.0
476.0,946.0,462.0,43.0,481.75
605.0,155.0,68.0,946.0,443.5
934.0,141.0,256.0,351.0,420.5
460.0,57.0,907.0,301.0,431.25
501.0,954.0,861.0,612.0,732.0
284.0,7.0,837.0,33.0,290.25
581.0,291.0,167.0,577.0,404.0
581.0,56.0,82.0,224.0,235.75
162.0,289.0,814.0,346.0,402.75
640.0,781.0,454.0,404.0,569.75
538.0,851.0,921.0,55.0,591.25
726.0,770.0,452.0,556.0,626.0
88.0,191.0,998.0,699.0,494.0
992.0,266.0,410.0,591.0,564.75
723.0,617.0,824.0,276.0,610.0
127.0,188.0,841.0,727.0,470.75
1.0,314.0,571.0,167.0,263.25
616.0,252.0,956.0,293.0,529.25
2.0,610.0,280.0,348.0,310.0
249.0,739.0,651.0,586.0,556.25
264.0,964.0,811.0,290.0,582.25
127.0,0.0,596.0,521.0,311.0
95.0,504.0,170.0,709.0,369.5
890.0,976.0,351.0,233.0,612.5
900.0,631.0,622.0,953.0,776.5
348.0,549.0,684.0,581.0,540.5
947.0,779.0,73.0,401.0,550.0
166.0,572.0,772.0,207.0,429.25
605.0,586.0,802.0,542.0,633.75
777.0,877.0,404.0,739.0,699.25
531.0,452.0,501.0,981.0,616.25
820.0,938.0,511.0,7.0,569.0
213.0,923.0,503.0,116.0,438.75
974.0,192.0,831.0,342.0,584.75
555.0,499.0,263.0,567.0,471.0
927.0,524.0,386.0,538.0,593.75
477.0,283.0,661.0,378.0,449.75
134.0,206.0,327.0,318.0,246.25
710.0,481.0,55.0,960.0,551.5
556.0,980.0,215.0,403.0,538.5
56.0,673.0,461.0,866.0,514.0
42.0,176.0,248.0,376.0,210.5
540.0,95.0,759.0,96.0,372.5
428.0,900.0,881.0,442.0,662.75
213.0,931.0,199.0,986.0,582.25
730.0,803.0,60.0,81.0,418.5
647.0,359.0,441.0,201.0,412.0
764.0,733.0,103.0,367.0,491.75
689.0,720.0,944.0,437.0,697.5
518.0,803.0,109.0,899.0,582.25
562.0,384.0,476.0,892.0,578.5
