A,B,C,D,AVERAGE
226,196,877,403,425.5
250,427,723,145,386.25
735,813,835,830,803.25
810,529,218,731,572
33,963,136,581,428.25
683,635,383,813,628.5
926,149,180,133,347
646,703,96,811,564
379,978,981,589,731.75
410,329,695,428,465.5
220,606,383,777,496.5
645,552,812,221,557.5
432,336,196,375,334.75
405,659,126,564,438.5
705,3,178,475,340.25
751,975,215,695,659
392,996,813,718,729.75
893,708,675,659,733.75
311,595,264,682,463
238,839,510,992,644.75
710,558,819,674,690.25
189,997,215,292,423.25
640,11,569,461,420.25
912,225,567,235,484.75
489,10,646,854,499.75
848,251,992,300,597.75
393,158,417,908,469
772,406,739,363,570
268,819,962,993,760.5
400,273,290,18,245.25
401,255,449,316,355.25
597,565,534,7,425.75
143,677,289,139,312
520,915,562,982,744.75
491,320,979,307,524.25
357,576,534,930,599.25
638,919,874,202,658.25
10,272,450,224,239
470,784,294,909,614.25
926,83,359,337,426.25
54,672,163,135,256
453,736,412,501,525.5
826,363,231,405,456.25
25,481,249,444,299.75
414,341,300,394,362.25
215,294,615,791,478.75
565,411,18,12,251.5
401,213,804,592,502.5
325,847,673,782,656.75
636,970,57,738,600.25
590,110,801,521,505.5
58,529,517,627,432.75
683,45,42,238,252
977,189,630,26,455.5
413,40,255,308,254
864,91,86,882,480.75
431,571,665,864,632.75
733,939,791,381,711
12,313,528,626,369.75
86,473,762,287,402
833,706,203,703,611.25
976,235,345,88,411
298,511,349,877,508.75
853,310,964,597,681
610,119,850,912,622.75
182,747,214,846,497.25
513,428,609,510,515
507,446,815,14,445.5
650,668,492,642,613
155,44,697,749,411.25
728,395,469,810,600.5
894,9,395,821,529.75
99,893,384,534,477.5
768,77,499,128,368
862,82,127,553,406
691,319,143,428,395.25
627,403,935,709,668.5
41,179,500,869,397.25
275,866,487,559,546.75
202,920,280,257,414.75
336,177,836,827,544
846,231,230,318,406.25
168,215,445,373,300.25
38,488,879,826,557.75
390,466,632,432,480
347,113,160,100,180
911,599,424,202,534
500,69,40,488,274.25
834,145,719,402,525
177,163,877,185,350.5
21,333,58,893,326.25
75,355,912,277,404.75
701,460,846,317,581
238,615,761,125,434.75
16,470,94,287,216.75
574,964,37,182,439.25
371,837,553,569,582.5
232,959,414,705,577.5
322,42,53,835,313
702,218,252,830,500.5
372,443,287,999,525.25
157,989,556,807,627.25
616,823,641,610,672.5
961,613,878,616,767
358,41,829,75,325.75
475,896,869,649,722.25
538,305,570,260,418.25
597,983,269,22,467.75
667,893,129,285,493.5
47,393,818,207,366.25
59,387,982,42,367.5
640,655,383,89,441.75
890,167,415,625,524.25
110,428,918,595,512.75
20,24,761,123,232
498,902,242,577,554.75
443,83,797,667,497.5
772,50,139,632,398.25
556,57,633,586,458
656,366,798,944,691
234,382,237,928,445.25
96,581,840,286,450.75
485,29,129,127,192.5
650,692,504,869,678.75
731,604,209,717,565.25
503,929,298,568,574.5
935,596,727,740,749.5
320,135,32,668,288.75
728,364,570,62,431
596,283,563,356,449.5
62,771,331,187,337.75
826,433,777,925,740.25
980,386,500,634,625
139,866,879,642,631.5
763,615,298,171,461.75
400,669,643,38,437.5
226,95,959,424,426
673,386,754,864,669.25
335,195,177,172,219.75
488,689,474,538,547.25
562,829,530,538,614.75
278,600,861,400,534.75
356,955,867,139,579.25
702,109,340,926,519.25
958,214,734,452,589.5
763,34,167,809,443.25
494,869,438,143,486
580,700,855,146,570.25
709,321,587,131,437
595,958,81,986,655
453,168,981,181,445.75
188,57,477,837,389.75
691,202,635,70,399.5
941,54,759,664,604.5
799,497,619,847,690.5
899,781,665,718,765.75
672,31,660,930,573.25
681,394,465,693,558.25
973,5,33,342,338.25
512,604,779,121,504
208,525,30,59,205.5
447,853,208,81,397.25
582,69,173,477,325.25
48,171,504,279,250.5
512,579,649,919,664.75
653,180,528,948,577.25
122,165,436,22,186.25
743,806,2,186,434.25
59,114,461,139,193.25
414,613,640,15,420.5
274,747,324,171,379
327,8,76,573,246
585,658,943,54,560
80,464,353,575,368
816,612,567,477,618
179,578,476,171,351
212,876,998,11,524.25
15,224,796,508,385.75
402,116,490,896,476
756,595,27,155,383.25
655,209,843,667,593.5
441,311,221,1,243.5
76,145,239,66,131.5
253,241,958,678,532.5
741,898,870,250,689.75
51,835,893,674,613.25
37,253,748,159,299.25
609,447,93,837,496.5
675,396,544,994,652.25
395,342,526,937,550
957,846,592,16,602.75
213,724,355,117,352.25
104,599,731,508,485.5
259,829,622,237,486.75
996,748,842,968,888.5
902,127,518,63,402.5
798,155,485,518,489
216,906,247,772,535.25
728,34,107,283,288
993,160,73,439,416.25
884,757,282,331,563.5
647,496,482,69,423.5
544,368,928,894,683.5
521,392,325,575,453.25
16,883,224,575,424.5
82,549,273,294,299.5
627,947,537,188,574.75
294,365,571,34,316
688,981,713,870,813
254,164,773,803,498.5
263,382,712,590,486.75
540,717,317,399,493.25
56,666,243,7,243
238,972,55,59,331
13,836,876,146,467.75
769,482,631,882,691
675,759,876,404,678.5
955,814,56,882,676.75
794,823,891,636,786
219,656,347,47,317.25
213,563,846,367,497.25
865,630,792,306,648.25
906,490,189,997,645.5
414,941,106,609,517.5
259,26,772,673,432.5
195,479,956,103,433.25
205,998,229,789,555.25
154,991,797,203,536.25
862,736,753,322,668.25
579,333,36,282,307.5
626,943,404,872,711.25
80,567,207,471,331.25
833,850,241,238,540.5
874,843,68,633,604.5
979,880,598,73,632.5
731,544,264,617,539
86,924,496,272,444.5
355,835,108,73,342.75
862,47,969,368,561.5
125,257,349,333,266
922,205,585,996,677
949,130,492,427,499.5
531,195,234,268,307
978,593,965,2,634.5
579,92,583,278,383
221,726,900,601,612
362,768,590,258,494.5
96,227,132,377,208
878,721,454,40,523.25
837,699,305,749,647.5
687,284,245,180,349
841,528,355,851,643.75
837,399,248,798,570.5
872,537,724,453,646.5
584,48,109,795,384
422,759,711,763,663.75
460,661,262,786,542.25
361,211,51,751,343.5
869,446,494,250,514.75
741,988,830,192,687.75
785,450,95,650,495
597,800,467,802,666.5
901,557,654,536,662
220,302,67,78,166.75
422,137,579,298,359
224,166,998,65,363.25
903,794,355,794,711.5
947,673,477,582,669.75
235,21,685,142,270.75
750,312,68,42,293
957,33,972,955,729.25
732,543,524,764,640.75
847,26,947,211,507.75
740,800,884,124,637
137,235,163,151,171.5
287,197,158,217,214.75
449,504,695,21,417.25
772,304,700,969,686.25
234,502,969,615,580
697,488,107,441,433.25
779,617,888,983,816.75
730,206,37,77,262.5
372,659,429,960,605
329,241,188,606,341
981,56,760,790,646.75
152,692,266,22,283
381,669,128,501,419.75
398,681,64,531,418.5
372,204,883,648,526.75
558,310,179,395,360.5
925,713,962,73,668.25
205,875,87,202,342.25
575,268,789,74,426.5
129,27,946,593,423.75
691,388,434,464,494.25
938,153,547,708,586.5
766,84,184,206,310
129,141,73,336,169.75
156,144,74,774,287
249,653,929,691,630.5
852,66,827,825,642.5
231,258,424,89,250.5
579,43,572,795,497.25
638,44,444,185,327.75
249,24,293,958,381
105,191,414,696,351.5
56,948,380,510,473.5
88,256,321,433,274.5
776,334,138,407,413.75
49,112,473,942,394
408,847,561,712,632
896,182,89,790,489.25
511,923,629,681,686
275,957,612,758,650.5
615,843,530,603,647.75
51,693,589,298,407.75
121,209,343,791,366
119,234,824,837,503.5
752,790,479,829,712.5
621,888,551,560,655
15,478,896,277,416.5
609,74,46,923,413
351,434,919,343,511.75
503,209,625,734,517.75
753,604,436,107,475
916,653,595,894,764.5
359,524,957,894,683.5
0,693,141,189,255.75
895,790,189,935,702.25
784,100,914,13,452.75
872,950,535,641,749.5
4,726,161,16,226.75
348,711,505,501,516.25
71,971,268,58,342
281,572,894,463,552.5
37,330,995,407,442.25
883,263,82,161,347.25
113,287,183,26,152.25
585,20,659,982,561.5
114,214,900,675,475.75
480,615,881,828,701
196,410,662,949,554.25
140,99,412,398,262.25
566,944,363,336,552.25
165,383,765,967,570
117,93,400,996,401.5
114,466,364,776,430
527,990,411,859,696.75
932,725,322,567,636.5
174,113,994,283,391
700,906,321,19,486.5
602,199,213,693,426.75
339,294,370,888,472.75
637,267,803,500,551.75
280,550,675,270,443.75
667,855,12,565,524.75
180,833,849,346,552
211,496,868,283,464.5
520,537,678,264,499.75
927,387,855,149,579.5
973,739,715,695,780.5
927,901,78,458,591
108,476,649,508,435.25
444,369,725,500,509.5
541,449,722,459,542.75
592,737,943,886,789.5
875,509,969,790,785.75
513,37,2,722,318.5
823,271,401,138,408.25
645,90,892,448,518.75
16,322,203,416,239.25
513,553,142,285,373.25
592,720,736,650,674.5
507,290,492,713,500.5
254,81,579,924,459.5
331,873,838,575,654.25
541,601,112,970,556
611,254,706,742,578.25
513,400,590,132,408.75
732,560,355,247,473.5
217,929,880,545,642.75
117,976,504,117,428.5
499,121,336,161,279.25
646,171,940,845,650.5
942,867,494,267,642.5
486,438,543,5,368
325,839,205,605,493.5
328,726,788,57,474.75
589,877,977,185,657
555,275,293,388,377.75
118,318,307,702,361.25
837,613,278,531,564.75
72,412,118,50,163
935,665,289,897,696.5
614,903,156,780,613.25
888,353,272,810,580.75
398,630,134,817,494.75
155,895,724,120,473.5
574,557,860,324,578.75
111,894,170,929,526
474,215,197,595,370.25
793,766,465,527,637.75
888,818,793,869,842
609,288,800,251,487
327,35,281,151,198.5
525,101,204,717,386.75
244,386,597,99,331.5
326,677,51,789,460.75
82,649,517,7,313.75
851,851,508,637,711.75
438,780,234,378,457.5
679,299,938,881,699.25
66,824,11,574,368.75
413,671,635,781,625
486,177,964,474,525.25
715,506,684,159,516
147,643,641,575,501.5
9,945,873,405,558
926,4,144,952,506.5
603,330,894,530,589.25
75,761,251,300,346.75
528,510,96,120,313.5
327,158,435,183,275.75
109,221,759,413,375.5
510,95,574,448,406.75
700,623,398,837,639.5
528,927,706,235,599
695,845,47,416,500.75
710,814,728,861,778.25
564,544,323,411,460.5
826,872,76,700,618.5
78,628,384,196,321.5
607,643,49,509,452
960,172,121,941,548.5
728,734,653,610,681.25
212,555,125,685,394.25
992,146,39,464,410.25
151,559,631,484,456.25
202,446,956,845,612.25
303,339,631,643,479
816,685,220,330,512.75
907,192,883,881,715.75
325,158,197,346,256.5
286,677,248,570,445.25
299,955,47,41,335.5
273,813,768,108,490.5
662,800,832,430,681
209,612,806,189,454
974,722,865,468,757.25
926,414,723,418,620.25
301,69,689,489,387
437,724,468,977,651.5
328,125,189,505,286.75
458,243,357,627,421.25
802,526,538,207,518.25
142,482,407,707,434.5
581,158,986,457,545.5
447,517,539,334,459.25
297,225,128,468,279.5
121,476,554,114,316.25
301,95,744,305,361.25
423,588,386,109,376.5
555,467,539,630,547.75
402,205,630,518,438.75
99,410,590,182,320.25
943,15,774,402,533.5
10,877,906,817,652.5
72,434,147,63,179
485,589,602,379,513.75
236,401,98,406,285.25
265,188,940,706,524.75
205,43,399,997,411
998,504,602,784,722
587,967,797,907,814.5
902,91,63,276,333
185,417,56,21,169.75
395,316,713,725,537.25
196,105,418,453,293
621,850,1,353,456.25
404,37,792,373,401.5
982,523,106,891,625.5
276,378,745,91,372.5
52,176,551,295,268.5
221,365,667,779,508
804,741,761,288,648.5
992,953,350,990,821.25
317,846,428,615,551.5
601,191,870,859,630.25
820,293,656,33,450.5
330,889,545,316,520
281,446,170,153,262.5
129,957,364,824,568.5
21,544,711,764,510
284,331,869,854,584.5
473,532,952,504,615.25
422,563,199,638,455.5
58,649,158,95,240
113,950,566,316,486.25
273,15,549,178,253.75
262,899,53,161,343.75
871,290,528,251,485
909,444,441,210,501
870,185,221,638,478.5
575,247,477,359,414.5
87,709,516,314,406.5
394,496,600,445,483.75
276,571,303,134,321
435,709,718,804,666.5
980,596,883,213,668
581,529,491,762,590.75
305,637,683,413,509.5
927,188,235,888,559.5
289,793,4,39,281.25
550,761,679,699,672.25
485,862,633,797,694.25
537,213,302,577,407.25
863,340,476,158,459.25
988,212,405,673,569.5
283,169,52,912,354
480,143,437,634,423.5
955,128,737,910,682.5
577,880,521,795,693.25
631,850,998,903,845.5
390,0,265,856,377.75
642,688,209,378,479.25
315,405,422,829,492.75
811,813,200,307,532.75
684,265,771,359,519.75
551,316,897,459,555.75
310,164,820,854,537
690,722,826,169,601.75
609,139,555,150,363.25
718,59,112,636,381.25
306,35,514,561,354
58,830,394,266,387
501,681,67,529,444.5
387,272,375,703,434.25
192,426,128,855,400.25
391,674,451,876,598
862,802,532,835,757.75
474,875,716,616,670.25
456,775,607,703,635.25
318,270,700,987,568.75
718,215,107,195,308.75
329,741,729,681,620
988,413,918,530,712.25
211,20,36,777,261
65,295,807,831,499.5
396,650,686,176,477
133,744,276,92,311.25
254,836,376,965,607.75
465,831,778,996,767.5
244,413,206,772,408.75
404,646,492,707,562.25
568,676,767,743,688.5
492,635,554,273,488.5
533,914,199,164,452.5
499,646,251,281,419.25
588,485,904,31,502
86,476,665,446,418.25
883,33,916,274,526.5
971,735,640,97,610.75
13,894,415,777,524.75
988,456,836,713,748.25
199,299,863,741,525.5
701,878,477,532,647
181,864,288,194,381.75
519,333,603,281,434
209,424,52,558,310.75
19,753,573,726,517.75
160,493,383,85,280.25
876,652,762,258,637
771,229,824,935,689.75
318,711,336,149,378.5
666,428,148,330,393
597,20,94,513,306
879,289,949,90,551.75
203,436,917,729,571.25
733,262,64,889,487
379,711,17,543,412.5
452,815,419,146,458
166,827,203,284,370
51,326,426,744,386.75
436,763,162,562,480.75
975,185,758,376,573.5
40,7,840,283,292.5
345,517,642,416,480
985,555,748,973,815.25
185,80,608,228,275.25
27,23,606,89,186.25
929,810,164,481,596
659,374,687,110,457.5
249,679,900,182,502.5
281,647,907,371,551.5
84,72,430,960,386.5
302,359,677,41,344.75
187,333,472,728,430
783,139,658,37,404.25
867,634,853,120,618.5
901,82,676,486,536.25
767,419,80,475,435.25
227,913,354,14,377
722,987,530,874,778.25
831,983,845,19,669.5
889,231,83,37,310
46,493,52,301,223
865,397,456,485,550.75
428,115,538,936,504.25
962,682,457,245,586.5
777,664,82,932,613.75
402,863,55,149,367.25
552,803,788,224,591.75
737,436,102,131,351.5
143,853,649,324,492.25
212,685,342,830,517.25
452,818,805,402,619.25
807,338,375,500,505
329,133,620,949,507.75
867,998,135,995,748.75
342,405,889,876,628
812,834,995,746,846.75
987,875,695,853,852.5
650,645,712,259,566.5
840,683,554,125,550.5
883,248,549,64,436
368,953,635,69,506.25
699,844,471,715,682.25
529,114,59,900,400.5
724,636,932,447,684.75
89,84,491,182,211.5
314,274,305,449,335.5
997,685,640,93,603.75
730,109,692,105,409
749,363,71,727,477.5
536,935,480,28,494.75
294,917,237,74,380.5
12,563,2,356,233.25
810,978,176,683,661.75
48,727,666,264,426.25
109,27,172,873,295.25
221,190,526,638,393.75
724,256,299,776,513.75
680,763,849,97,597.25
212,239,394,156,250.25
653,572,170,839,558.5
907,171,741,410,557.25
196,560,14,899,417.25
979,857,913,154,725.75
476,652,549,772,612.25
28,591,906,598,530.75
948,643,833,991,853.75
106,799,373,328,401.5
818,264,171,965,554.5
658,703,858,92,577.75
458,263,391,206,329.5
669,521,282,650,530.5
335,500,574,836,561.25
547,876,21,226,417.5
78,728,195,413,353.5
57,339,285,40,180.25
735,21,910,590,564
512,186,35,740,368.25
333,928,878,467,651.5
610,927,759,957,813.25
139,934,57,315,361.25
651,291,379,719,510
334,955,690,256,558.75
716,229,550,325,455
41,505,260,600,351.5
690,417,12,12,282.75
675,9,625,797,526.5
595,613,159,230,399.25
533,414,316,235,374.5
742,194,747,514,549.25
683,17,8,544,313
977,737,621,459,698.5
812,503,499,718,633
451,737,396,132,429
436,469,297,78,320
607,282,682,770,585.25
50,962,66,219,324.25
782,233,763,734,628
157,465,184,844,412.5
782,349,781,342,563.5
633,826,106,359,481
898,197,270,51,354
695,112,428,464,424.75
291,532,738,126,421.75
673,182,683,282,455
536,927,600,74,534.25
329,678,327,340,418.5
227,237,737,995,549
22,181,502,629,333.5
675,125,568,728,524
44,175,834,144,299.25
61,60,379,819,329.75
471,338,306,698,453.25
723,615,750,182,567.5
415,669,110,374,392
116,303,701,228,337
221,14,24,805,266
861,656,181,62,440
266,600,788,832,621.5
474,835,183,368,465
582,533,894,780,697.25
571,454,607,677,577.25
829,930,795,641,798.75
379,343,986,157,466.25
356,850,428,138,443
11,944,228,971,538.5
513,316,474,482,446.25
797,33,157,163,287.5
329,475,845,555,551
248,320,218,482,317
156,584,930,13,420.75
818,671,890,968,836.75
660,890,139,563,563
990,900,849,657,849
684,619,591,66,490
636,709,740,99,546
876,702,778,374,682.5
907,52,286,217,365.5
299,51,126,328,201
777,482,334,934,631.75
264,629,711,577,545.25
265,899,884,212,565
636,938,697,483,688.5
375,683,663,950,667.75
750,147,471,27,348.75
906,798,618,502,706
988,729,854,114,671.25
410,977,818,417,655.5
799,4,343,749,473.75
253,123,531,805,428
490,909,518,596,628.25
605,721,255,894,618.75
887,351,980,111,582.25
732,942,137,428,559.75
447,493,236,85,315.25
253,686,466,202,401.75
663,52,288,709,428
18,777,480,37,328
422,351,617,605,498.75
466,660,286,57,367.25
218,868,866,707,664.75
710,658,302,871,635.25
165,297,655,99,304
71,340,371,287,267.25
719,103,266,430,379.5
183,920,240,205,387
314,573,180,912,494.75
495,897,760,882,758.5
904,121,413,246,421
818,39,600,325,445.5
840,674,746,157,604.25
721,70,304,536,407.75
491,579,894,2,491.5
578,561,869,788,699
666,1,574,669,477.5
681,930,21,352,496
445,848,787,236,579
999,485,258,872,653.5
980,299,312,581,543
986,796,24,291,524.25
602,410,639,859,627.5
491,348,18,862,429.75
948,524,261,783,629
185,720,361,756,505.5
662,699,160,229,437.5
361,501,133,638,408.25
453,987,300,373,528.25
417,283,616,399,428.75
984,400,579,813,694
410,308,368,993,519.75
918,254,123,344,409.75
24,380,139,935,369.5
667,254,904,544,592.25
688,199,730,489,526.5
91,592,62,80,206.25
867,888,974,106,708.75
752,193,355,739,509.75
927,933,928,918,926.5
361,44,635,973,503.25
800,102,341,652,473.75
801,791,104,186,470.5
912,451,758,739,715
609,500,212,672,498.25
192,894,680,163,482.25
720,334,435,74,390.75
755,298,352,53,364.5
648,28,600,463,434.75
460,399,782,440,520.25
593,25,603,354,393.75
662,502,945,959,767
284,835,48,418,396.25
59,129,703,79,242.5
832,516,461,769,644.5
300,361,887,718,566.5
550,459,262,391,415.5
256,825,342,421,461
102,954,94,123,318.25
748,336,415,18,379.25
842,553,955,82,608
722,176,191,902,497.75
213,255,895,708,517.75
759,1,329,767,464
860,42,537,633,518
215,647,41,756,414.75
7,346,573,326,313
134,926,289,157,376.5
934,509,366,381,547.5
848,947,865,419,769.75
105,122,659,570,364
487,784,334,794,599.75
637,971,53,470,532.75
347,313,407,786,463.25
652,906,210,519,571.75
869,861,3,488,555.25
747,437,270,928,595.5
647,128,846,949,642.5
280,200,762,346,397
705,708,241,189,460.75
907,171,132,881,522.75
511,831,961,578,720.25
66,997,299,453,453.75
659,396,616,416,521.75
809,887,953,865,878.5
755,941,879,908,870.75
119,330,862,693,501
637,975,711,71,598.5
678,152,51,335,304
523,697,664,691,643.75
655,328,398,458,459.75
986,514,631,20,537.75
991,218,712,311,558
707,36,505,879,531.75
654,131,267,135,296.75
617,716,205,102,410
930,386,238,344,474.5
16,235,662,491,351
476,58,525,848,476.75
781,385,666,96,482
655,666,114,795,557.5
539,75,581,361,389
377,435,382,799,498.25
212,675,811,391,522.25
41,886,742,190,464.75
540,753,203,684,545
557,546,442,226,442.75
271,352,208,190,255.25
789,617,537,355,574.5
670,628,150,717,541.25
247,979,770,515,627.75
451,41,112,226,207.5
122,750,161,717,437.5
77,455,622,20,293.5
655,457,47,620,444.75
479,691,843,275,572
686,117,593,440,459
330,109,660,385,371
144,697,808,87,434
471,657,136,162,356.5
579,358,491,770,549.5
47,612,8,371,259.5
454,589,983,884,727.5
383,450,480,135,362
220,873,686,209,497
270,897,111,642,480
513,397,837,514,565.25
468,997,875,396,684
707,390,695,407,549.75
960,712,834,491,749.25
575,46,888,343,463
54,43,874,848,454.75
181,465,446,589,420.25
293,188,659,353,373.25
487,823,130,37,369.25
571,847,485,453,589
4,582,153,897,409
749,670,320,997,684
213,179,690,2,271
102,674,495,25,324
600,340,170,84,298.5
904,662,703,736,751.25
962,313,567,184,506.5
819,705,654,590,692
118,389,769,49,331.25
482,964,752,682,720
749,741,122,529,535.25
937,357,827,729,712.5
806,69,475,374,431
710,848,47,180,446.25
307,934,747,444,608
994,778,10,750,633
60,642,320,531,388.25
355,620,801,358,533.5
91,721,983,776,642.75
843,172,238,334,396.75
711,742,39,628,530
852,279,524,13,417
38,851,367,311,391.75
913,582,814,841,787.5
77,251,945,807,520
21,844,642,72,394.75
597,696,626,5,481
450,733,970,97,562.5
191,720,308,471,422.5
134,280,924,515,463.25
749,769,849,778,786.25
880,476,813,628,699.25
847,235,514,488,521
15,404,618,258,323.75
826,720,608,417,642.75
70,112,930,689,450.25
571,928,708,855,765.5
141,870,337,506,463.5
595,560,79,399,408.25
451,198,989,40,419.5
306,634,933,635,627
793,773,503,370,609.75
974,545,368,161,512
669,476,703,289,534.25
941,657,931,299,707
416,451,289,311,366.75
43,63,400,812,329.5
863,376,482,797,629.5
990,75,406,923,598.5
868,204,394,651,529.25
616,843,102,950,627.75
309,301,874,992,619
500,964,670,286,605
158,911,200,614,470.75
464,143,662,680,487.25
766,551,379,112,452
355,190,711,499,438.75
377,374,338,266,338.75
291,924,410,890,628.75
399,264,23,299,246.25
920,260,484,637,575.25
485,675,655,331,536.5
653,799,822,115,597.25
705,657,681,474,629.25
390,467,570,47,368.5
698,976,663,99,609
761,731,311,826,657.25
581,541,293,412,456.75
518,878,25,73,373.5
878,638,991,951,864.5
884,490,560,276,552.5
161,515,788,122,396.5
916,222,31,796,491.25
425,450,627,528,507.5
931,317,334,115,424.25
130,136,128,912,326.5
129,228,493,388,309.5
521,333,148,469,367.75
213,141,369,650,343.25
803,87,877,565,583
314,105,813,561,448.25
271,108,703,93,293.75
290,81,994,474,459.75
494,128,277,295,298.5
863,276,231,4,343.5
508,792,538,17,463.75
732,520,125,911,572
411,698,963,457,632.25
562,515,998,115,547.5
919,441,319,3,420.5
2,202,8,548,190
483,444,535,145,401.75
386,197,307,607,374.25
899,483,392,271,511.25
580,687,141,80,372
474,674,218,74,360
326,667,344,350,421.75
345,32,192,952,380.25
59,369,391,204,255.75
899,395,5,59,339.5
276,164,310,260,252.5
582,744,408,22,439
624,476,773,47,480
615,464,326,121,381.5
280,952,984,407,655.75
838,303,518,611,567.5
662,239,697,603,550.25
401,70,827,300,399.5
405,86,94,959,386
14,503,492,659,417
639,182,964,741,631.5
350,152,726,500,432
525,487,307,306,406.25
388,321,32,315,264
703,49,455,808,503.75
118,133,878,325,363.5
23,705,739,47,378.5
363,312,68,891,408.5
171,49,372,167,189.75
209,188,100,322,204.75
828,350,532,151,465.25
44,118,503,873,384.5
967,102,268,64,350.25
756,938,680,547,730.25
69,568,736,446,454.75
450,140,255,429,318.5
46,49,925,770,447.5
647,720,238,102,426.75
381,769,828,187,541.25
356,293,492,79,305
627,717,853,645,710.5
545,676,639,384,561
264,717,674,299,488.5
81,65,173,207,131.5
802,509,10,116,359.25
67,557,870,879,593.25
185,96,693,468,360.5
228,605,271,203,326.75
766,997,303,99,541.25
569,206,292,872,484.75
52,409,289,718,367
133,637,784,897,612.75
512,871,568,9,490
645,323,69,969,501.5
568,273,973,127,485.25
531,335,46,848,440
446,650,410,228,433.5
159,878,330,688,513.75
108,334,41,823,326.5
987,997,487,570,760.25
956,999,422,13,597.5
215,537,133,388,318.25
490,973,504,23,497.5
497,147,619,955,554.5
129,285,105,363,220.5
139,663,957,571,582.5
132,861,396,535,481
490,789,854,26,539.75
484,282,764,451,495.25
566,54,115,977,428
12,976,373,296,414.25
844,744,48,405,510.25
384,418,287,132,305.25
767,10,420,352,387.25
911,952,53,634,637.5
766,22,11,531,332.5
275,899,325,525,506
336,923,44,713,504
950,983,487,362,695.5
326,828,910,823,721.75
574,206,17,351,287
610,313,670,971,641
733,541,478,184,484
532,455,298,902,546.75
659,409,820,29,479.25
793,515,224,101,408.25
483,748,957,717,726.25
692,970,532,998,798
902,289,186,377,438.5
921,695,659,620,723.75
932,407,136,927,600.5
464,816,610,576,616.5
233,623,130,867,463.25
149,906,446,489,497.5
250,621,663,835,592.25
476,843,967,220,626.5
395,319,415,938,516.75
501,622,414,117,413.5
481,58,813,918,567.5
563,319,84,928,473.5
327,41,995,203,391.5
83,718,799,498,524.5
727,464,221,668,520
131,781,430,981,580.75
88,816,97,555,389
349,926,39,735,512.25
553,396,408,230,396.75
80,203,28,692,250.75
289,422,833,714,564.5
718,776,707,575,694
637,514,393,232,444
576,82,809,231,424.5
216,788,814,899,679.25
843,340,586,960,682.25
557,491,72,279,349.75
0,781,712,691,546
132,38,708,73,237.75
993,302,457,815,641.75
729,444,29,786,497
766,396,727,320,552.25
275,893,430,178,444
131,780,779,828,629.5
722,43,524,663,488
926,342,809,278,588.75
261,913,933,967,768.5
872,447,783,959,765.25
412,65,75,307,214.75
749,17,21,916,425.75
630,311,911,824,669
984,273,840,578,668.75
620,246,482,800,537
1,643,918,615,544.25
191,414,935,851,597.75
814,136,962,91,500.75
243,42,733,967,496.25
718,231,569,672,547.5
777,34,165,686,415.5
425,563,685,472,536.25
407,999,731,781,729.5
946,785,191,475,599.25
483,774,771,851,719.75
876,995,638,257,691.5
802,704,272,60,459.5
317,127,206,44,173.5
300,852,813,925,722.5
456,377,528,778,534.75
920,960,803,329,753
354,87,272,167,220
218,548,967,641,593.5
172,49,326,537,271
977,196,927,595,673.75
679,570,820,718,696.75
162,930,783,456,582.75
564,360,475,608,501.75
391,990,608,734,680.75
169,435,198,949,437.75
890,274,826,418,602
683,86,485,618,468
922,763,79,420,546
585,465,484,271,451.25
213,394,931,196,433.5
367,749,604,328,512
798,365,628,761,638
161,811,717,629,579.5
335,789,680,945,687.25
987,759,366,264,594
603,227,782,805,604.25
686,712,617,890,726.25
248,120,626,475,367.25
400,29,613,428,367.5
297,896,21,391,401.25
814,67,995,780,664
339,382,325,623,417.25
664,825,321,572,595.5
350,816,500,249,478.75
233,646,263,486,407
597,647,522,667,608.25
486,463,105,515,392.25
540,505,186,722,488.25
305,245,685,455,422.5
425,567,629,159,445
747,374,146,237,376
756,73,676,624,532.25
6,234,894,165,324.75
823,622,542,323,577.5
621,405,890,745,665.25
827,402,39,686,488.5
831,229,807,859,681.5
522,591,984,306,600.75
700,708,572,839,704.75
476,690,537,689,598
313,206,239,578,334
160,86,344,337,231.75
301,976,37,792,526.5
220,303,998,333,463.5
913,181,608,485,546.75
557,943,79,66,411.25
263,726,483,337,452.25
207,710,608,531,514
717,216,957,345,558.75
62,797,0,440,324.75
527,480,672,474,538.25
299,208,610,394,377.75
105,956,777,739,644.25
183,155,960,49,336.75
483,54,283,472,323
826,788,670,215,624.75
18,811,638,213,420
53,572,986,530,535.25
84,328,237,572,305.25
933,225,200,493,462.75
291,596,556,111,388.5
154,444,649,382,407.25
326,981,592,320,554.75
154,757,53,154,279.5
612,741,471,562,596.5
674,493,279,364,452.5
4,735,459,437,408.75
398,126,530,689,435.75
943,864,568,734,777.25
669,786,896,420,692.75
874,408,430,80,448
157,703,310,871,510.25
722,65,116,200,275.75
666,65,769,168,417
619,918,337,589,615.75
354,488,40,342,306
905,694,412,85,524
467,745,320,490,505.5
216,912,875,630,658.25
355,527,873,181,484
920,609,567,17,528.25
157,725,774,309,491.25
794,609,77,111,397.75
98,41,414,359,228
542,497,870,422,582.75
457,757,749,416,594.75
528,891,65,277,440.25
562,770,652,411,598.75
239,196,542,204,295.25
175,66,246,231,179.5
54,203,663,752,418
499,418,149,200,316.5
353,132,701,8,298.5
64,631,167,915,444.25
816,145,756,161,469.5
